"brand","Series","Series-2","PartNo","DetailLink","Document","Description","Suggested Drivers","状态","替代部件","器件功能","预算报价（不含税）(CNY)","封装类型和焊端数","通信协议","数据传输速率 (Min) (kbps) ","数据传输速率 (Max) (kbps) ","数据传输速率 (Spec) (kbps) ","供电电压 (Min-Max) (V) ","接口和输入控制","工作环境温度 (Min-Max) (°C) ","保护","诊断","其他特性-模拟","RoHS","PLC代码","Pin count","PLC描述","无铅","认证级别","负载供电电压 (Max) (V) ","负载供电电压 (Min) (V) ","其他特性 - 电源管理","线性/LDO稳压器数量","开关降压稳压器数量","输出电压","输出电流 (A) ","开关升压稳压器数量","SafeAssure 功能安全","支持的MCU","GPIOs","供电电压 (Typ) (V) ","内核：内核数量 (Spec)","内部RAM (KB) ","工作频率 (Max) (MHz) ","内核：类型","内部闪存 (KB) ","内核：工作电压 (Spec) (V) "
"FSL","模拟与电源管理---收发器","MC33784","MCZ33784EFR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33784&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/transceivers/dsi-and-psi5-components/dsi-2.02-sensor-interface:MC33784?&fpsp=1&tab=Documentation_Tab#MCZ33784EFR2","Sensor interface, DSI2, Dual, 10 bit ADC, 5V Vreg, SOIC16, Reel","-","-","-","Comm Transceivers","1000 @ CNY10.17 each","SOIC 16","DSI","5","200","-","6 to 30","Bus","-40 to 125","Undervoltage Detection","Bus","-","-","3","16","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","5.1","4.9","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33689","MC33689DPEW","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33689&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/system-basis-chip-with-lin:MC33689?&fpsp=1&tab=Documentation_Tab#MC33689DPEW","System Basis Chip, LIN, 3x 5.0V/50mA LDOs, SOIC 32, Rail","-","-","-","Comm Transceivers, Linear Regulators, System Basis Chip","1000 @ CNY8.71 each","SOIC 32","LIN","10","20","100","5.5 to 27","SPI","-40 to 125","Undervoltage, Overtemperature, Overcurrent Protected Bus","SPI","Wake, Sleep Mode, Inhibit, Enable Input, Enable","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","Watchdog, Stop Mode, Sleep Mode, Reset, Interrupt Output, 2 Programmable Wakeups","3","0","5.0, 5.0, 5.0","0.05, 0.05, 0.05","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33689","MC33689DPEWR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33689&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/system-basis-chip-with-lin:MC33689?&fpsp=1&tab=Documentation_Tab#MC33689DPEWR2","System Basis Chip, LIN, 3x 5.0V/50mA LDOs, SOIC 32, Reel","-","-","-","Comm Transceivers, Linear Regulators, System Basis Chip","1000 @ CNY8.71 each","SOIC 32","LIN","10","20","100","5.5 to 27","SPI","-40 to 125","Undervoltage, Overtemperature, Overcurrent Protected Bus","SPI","Wake, Sleep Mode, Inhibit, Enable Input, Enable","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","Watchdog, Stop Mode, Sleep Mode, Reset, Interrupt Output, 2 Programmable Wakeups","3","0","5.0, 5.0, 5.0","0.05, 0.05, 0.05","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33742","MC33742PEG","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33742&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/sbc-with-enhanced-high-speed-can-transceiver:MC33742?&fpsp=1&tab=Documentation_Tab#MC33742PEG","System Basis Chip, CAN, 2x 5.0V/200mA LDOs, 4 wake ups, 15 ms reset duration, SOIC 28, Rail","-","-","-","System Basis Chip, Linear Regulators, Comm Transceivers","1000 @ CNY12.21 each","SOIC 28","CAN","60","1000","-","5.5 to 27","SPI","-40 to 125","Short Circuit, Output Current, Bus Short Circuit to Battery, Overcurrent, Overtemperature","SPI","Watchdog Timer, Stop Mode, Sleep Mode, 2 Programmable Wakeups","-","3","28","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","Interrupt Output, Ext. Series Pass Transistor, 4 Programmable Wakeups, 1HSS Additional Switch Output, Reset, Watchdog, Sleep Mode, Stop Mode","2","0","5.0, 5.0","0.2, 0.2","0","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33742","MC33742PEGR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33742&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/sbc-with-enhanced-high-speed-can-transceiver:MC33742?&fpsp=1&tab=Documentation_Tab#MC33742PEGR2","System Basis Chip, CAN, 2x 5.0V/200mA LDOs, 4 wake ups, 15 ms reset duration, SOIC 28, Reel","-","-","-","System Basis Chip, Linear Regulators, Comm Transceivers","1000 @ CNY12.21 each","SOIC 28","CAN","60","1000","-","5.5 to 27","SPI","-40 to 125","Short Circuit, Output Current, Bus Short Circuit to Battery, Overcurrent, Overtemperature","SPI","Watchdog Timer, Stop Mode, Sleep Mode, 2 Programmable Wakeups","-","3","28","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","Interrupt Output, Ext. Series Pass Transistor, 4 Programmable Wakeups, 1HSS Additional Switch Output, Reset, Watchdog, Sleep Mode, Stop Mode","2","0","5.0, 5.0","0.2, 0.2","0","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33742","MC33742PEP","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33742&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/sbc-with-enhanced-high-speed-can-transceiver:MC33742?&fpsp=1&tab=Documentation_Tab#MC33742PEP","System Basis Chip, CAN, 2x 5.0V/200mA LDOs, 4 wake ups, 15 ms reset duration, QFN 48, Tray","-","-","-","System Basis Chip, Linear Regulators, Comm Transceivers","1000 @ CNY12.21 each","QFN-EP 48","CAN","60","1000","-","5.5 to 27","SPI","-40 to 125","Short Circuit, Output Current, Bus Short Circuit to Battery, Overcurrent, Overtemperature","SPI","Watchdog Timer, Stop Mode, Sleep Mode, 2 Programmable Wakeups","-","3","48","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","Interrupt Output, Ext. Series Pass Transistor, 4 Programmable Wakeups, 1HSS Additional Switch Output, Reset, Watchdog, Sleep Mode, Stop Mode","2","0","5.0, 5.0","0.2, 0.2","0","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33742","MC33742PEPR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33742&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/sbc-with-enhanced-high-speed-can-transceiver:MC33742?&fpsp=1&tab=Documentation_Tab#MC33742PEPR2","System Basis Chip, CAN, 2x 5.0V/200mA LDOs, 4 wake ups, 15 ms reset duration, QFN 48, Reel","-","-","-","System Basis Chip, Linear Regulators, Comm Transceivers","1000 @ CNY12.21 each","QFN-EP 48","CAN","60","1000","-","5.5 to 27","SPI","-40 to 125","Short Circuit, Output Current, Bus Short Circuit to Battery, Overcurrent, Overtemperature","SPI","Watchdog Timer, Stop Mode, Sleep Mode, 2 Programmable Wakeups","-","3","48","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","Interrupt Output, Ext. Series Pass Transistor, 4 Programmable Wakeups, 1HSS Additional Switch Output, Reset, Watchdog, Sleep Mode, Stop Mode","2","0","5.0, 5.0","0.2, 0.2","0","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33742","MC33742SPEG","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33742&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/sbc-with-enhanced-high-speed-can-transceiver:MC33742?&fpsp=1&tab=Documentation_Tab#MC33742SPEG","System Basis Chip, CAN, 2x 5.0V/200mA LDOs, 3.5 ms reset duration, SOIC 28, Rail","-","-","-","System Basis Chip, Linear Regulators, Comm Transceivers","1000 @ CNY12.21 each","SOIC 28","CAN","60","1000","-","5.5 to 27","SPI","-40 to 125","Short Circuit, Output Current, Bus Short Circuit to Battery, Overcurrent, Overtemperature","SPI","Watchdog Timer, Stop Mode, Sleep Mode, 2 Programmable Wakeups","-","3","28","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","Interrupt Output, Ext. Series Pass Transistor, 4 Programmable Wakeups, 1HSS Additional Switch Output, Reset, Watchdog, Sleep Mode, Stop Mode","2","0","5.0, 5.0","0.2, 0.2","0","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33742","MC33742SPEGR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33742&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/sbc-with-enhanced-high-speed-can-transceiver:MC33742?&fpsp=1&tab=Documentation_Tab#MC33742SPEGR2","System Basis Chip, CAN, 2x 5.0V/200mA LDOs, 3.5 ms reset duration, SOIC 28, Reel","-","-","-","System Basis Chip, Linear Regulators, Comm Transceivers","1000 @ CNY12.21 each","SOIC 28","CAN","60","1000","-","5.5 to 27","SPI","-40 to 125","Short Circuit, Output Current, Bus Short Circuit to Battery, Overcurrent, Overtemperature","SPI","Watchdog Timer, Stop Mode, Sleep Mode, 2 Programmable Wakeups","-","3","28","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","5.0, 5.0","0.2, 0.2","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33399","MC33399PEF","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33399&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/transceivers/lin-iso9141-j1850-physical-interfaces/lin-physical-interface:MC33399?&fpsp=1&tab=Documentation_Tab#MC33399PEF","Transceiver, Physical Layer, LIN 1.3,  1-20kbps, SOIC 8, Rail","-","-","-","Comm Transceivers","1000 @ CNY3.56 each","SOIC 8","LIN","1","20","-","7 to 18","Parallel","-40 to 125","Undervoltage, Overtemperature, Overcurrent Protected Bus","None","Wake, Sleep Mode, Inhibit, Enable Input","-","3","8","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33399","MC33399PEFR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33399&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/transceivers/lin-iso9141-j1850-physical-interfaces/lin-physical-interface:MC33399?&fpsp=1&tab=Documentation_Tab#MC33399PEFR2","Transceiver, Physical Layer, LIN 1.3,  1-20kbps, SOIC 8, Reel","-","-","-","Comm Transceivers","1000 @ CNY3.56 each","SOIC 8","LIN","1","20","-","7 to 18","Parallel","-40 to 125","Undervoltage, Overtemperature, Overcurrent Protected Bus","None","Wake, Sleep Mode, Inhibit, Enable Input","-","3","8","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33663","MC33663AJEF","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33663&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/transceivers/lin-iso9141-j1850-physical-interfaces/lin-2.1-saej2602-2-dual-lin-physical-layer:MC33663?&fpsp=1&tab=Documentation_Tab#MC33663AJEF","Transceiver, Physical Layer, 2-channel, LIN 2.1 / SAEJ2602-2,  10kbps, SOIC 8, Rail","-","-","-","Comm Transceivers","1000 @ CNY3.88 each","SOIC 14","LIN","10","100","-","7 to 18","Parallel","-40 to 125","Output Short to Ground, Overtemperature","None","Active Bus Wave Shaping, Sleep Mode","-","3","14","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33663","MC33663AJEFR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33663&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/transceivers/lin-iso9141-j1850-physical-interfaces/lin-2.1-saej2602-2-dual-lin-physical-layer:MC33663?&fpsp=1&tab=Documentation_Tab#MC33663AJEFR2","Transceiver, Physical Layer, 2-channel, LIN 2.1 / SAEJ2602-2,  10kbps, SOIC 8, Reel","-","-","-","Comm Transceivers","1000 @ CNY3.88 each","SOIC 14","LIN","10","100","-","7 to 18","Parallel","-40 to 125","Output Short to Ground, Overtemperature","None","Active Bus Wave Shaping, Sleep Mode","-","3","14","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33663","MC33663ALEF","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33663&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/transceivers/lin-iso9141-j1850-physical-interfaces/lin-2.1-saej2602-2-dual-lin-physical-layer:MC33663?&fpsp=1&tab=Documentation_Tab#MC33663ALEF","Transceiver, Physical Layer, 2-channel, LIN 2.1 / SAEJ2602-2,  20kbps,TX/RX symmetry, SOIC 8, Rail","-","-","-","Comm Transceivers","1000 @ CNY3.88 each","SOIC 14","LIN","20","100","-","7 to 18","Parallel","-40 to 125","Output Short to Ground, Overtemperature","None","Active Bus Wave Shaping, Sleep Mode","-","3","14","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33663","MC33663ALEFR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33663&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/transceivers/lin-iso9141-j1850-physical-interfaces/lin-2.1-saej2602-2-dual-lin-physical-layer:MC33663?&fpsp=1&tab=Documentation_Tab#MC33663ALEFR2","Transceiver, Physical Layer, 2-channel, LIN 2.1 / SAEJ2602-2,  20kbps,TX/RX symmetry, SOIC 8, Reel","-","-","-","Comm Transceivers","1000 @ CNY3.88 each","SOIC 14","LIN","20","100","-","7 to 18","Parallel","-40 to 125","Output Short to Ground, Overtemperature","None","Active Bus Wave Shaping, Sleep Mode","-","3","14","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33663","MC33663ASEF","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33663&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/transceivers/lin-iso9141-j1850-physical-interfaces/lin-2.1-saej2602-2-dual-lin-physical-layer:MC33663?&fpsp=1&tab=Documentation_Tab#MC33663ASEF","Transceiver, Physical Layer, 2-channel, LIN 2.1 / SAEJ2602-2,  20kbps, SOIC 8, Rail","-","-","-","Comm Transceivers","1000 @ CNY3.94 each","SOIC 14","LIN","20","100","-","7 to 18","Parallel","-40 to 125","Output Short to Ground, Overtemperature","None","Active Bus Wave Shaping, Sleep Mode","-","3","14","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33663","MC33663ASEFR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33663&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/transceivers/lin-iso9141-j1850-physical-interfaces/lin-2.1-saej2602-2-dual-lin-physical-layer:MC33663?&fpsp=1&tab=Documentation_Tab#MC33663ASEFR2","Transceiver, Physical Layer, 2-channel, LIN 2.1 / SAEJ2602-2,  20kbps, SOIC 8, Reel","-","-","-","Comm Transceivers","1000 @ CNY3.94 each","SOIC 14","LIN","20","100","-","7 to 18","Parallel","-40 to 125","Output Short to Ground, Overtemperature","None","Active Bus Wave Shaping, Sleep Mode","-","3","14","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33662","MC33662BJEF","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33662&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/transceivers/lin-iso9141-j1850-physical-interfaces/lin-2.1-saej2602-2-lin-physical-layer:MC33662?&fpsp=1&tab=Documentation_Tab#MC33662BJEF","Transceiver, Physical Layer, LIN 2.1 / SAEJ2602-2,  10kbps, SOIC 8, Rail","-","-","-","Comm Transceivers","1000 @ CNY2.16 each","SOIC 8","LIN","10.4","100","-","7 to 18","-","-40 to 125","Overtemperature","-","Sleep Mode","-","3","8","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33662","MC33662BJEFR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33662&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/transceivers/lin-iso9141-j1850-physical-interfaces/lin-2.1-saej2602-2-lin-physical-layer:MC33662?&fpsp=1&tab=Documentation_Tab#MC33662BJEFR2","Transceiver, Physical Layer, LIN 2.1 / SAEJ2602-2,  10kbps, SOIC 8, Reel","-","-","-","Comm Transceivers","1000 @ CNY2.16 each","SOIC 8","LIN","10.4","100","-","7 to 18","-","-40 to 125","Overtemperature","-","Sleep Mode","-","3","8","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33662","MC33662BLEF","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33662&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/transceivers/lin-iso9141-j1850-physical-interfaces/lin-2.1-saej2602-2-lin-physical-layer:MC33662?&fpsp=1&tab=Documentation_Tab#MC33662BLEF","Transceiver, Physical Layer, LIN 2.1 / SAEJ2602-2,  20kbps,TX/RX symmetry, SOIC 8, Rail","-","-","-","Comm Transceivers","1000 @ CNY2.16 each","SOIC 8","LIN","20","100","-","7 to 18","-","-40 to 125","Overtemperature","-","Sleep Mode","-","3","8","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33662","MC33662BLEFR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33662&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/transceivers/lin-iso9141-j1850-physical-interfaces/lin-2.1-saej2602-2-lin-physical-layer:MC33662?&fpsp=1&tab=Documentation_Tab#MC33662BLEFR2","Transceiver, Physical Layer, LIN 2.1 / SAEJ2602-2,  20kbps,TX/RX symmetry, SOIC 8, Reel","-","-","-","Comm Transceivers","1000 @ CNY2.16 each","SOIC 8","LIN","20","100","-","7 to 18","-","-40 to 125","Overtemperature","-","Sleep Mode","-","3","8","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33662","MC33662BSEF","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33662&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/transceivers/lin-iso9141-j1850-physical-interfaces/lin-2.1-saej2602-2-lin-physical-layer:MC33662?&fpsp=1&tab=Documentation_Tab#MC33662BSEF","Transceiver, Physical Layer, LIN 2.1 / SAEJ2602-2,  20kbps, SOIC 8, Rail","-","-","-","Comm Transceivers","1000 @ CNY2.16 each","SOIC 8","LIN","20","100","-","7 to 18","-","-40 to 125","Overtemperature","-","Sleep Mode","-","3","8","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33662","MC33662BSEFR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33662&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/transceivers/lin-iso9141-j1850-physical-interfaces/lin-2.1-saej2602-2-lin-physical-layer:MC33662?&fpsp=1&tab=Documentation_Tab#MC33662BSEFR2","Transceiver, Physical Layer, LIN 2.1 / SAEJ2602-2,  20kbps, SOIC 8, Reel","-","-","-","Comm Transceivers","1000 @ CNY2.16 each","SOIC 8","LIN","20","100","-","7 to 18","-","-40 to 125","Overtemperature","-","Sleep Mode","-","3","8","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33660","MC33660BEF","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33660&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/transceivers/lin-iso9141-j1850-physical-interfaces/iso-k-line-serial-link-interface:MC33660?&fpsp=1&tab=Documentation_Tab#MC33660BEF","Transceiver, Physical layer, ISO9141 K Line Serial Link Interface, SOIC 8, Rail","-","-","-","Comm Transceivers","1000 @ CNY2.73 each","SOIC 8","ISO 9141","-","150","-","4.75 to 5.25","Parallel","-40 to 125","Bus Short Circuit to Battery, Overtemperature","None","-","-","3","8","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","18","8","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33660","MC33660BEFR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33660&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/transceivers/lin-iso9141-j1850-physical-interfaces/iso-k-line-serial-link-interface:MC33660?&fpsp=1&tab=Documentation_Tab#MC33660BEFR2","Transceiver, Physical layer, ISO9141 K Line Serial Link Interface, SOIC 8, Reel","-","-","-","Comm Transceivers","1000 @ CNY2.73 each","SOIC 8","ISO 9141","-","150","-","4.75 to 5.25","Parallel","-40 to 125","Bus Short Circuit to Battery, Overtemperature","None","-","-","3","8","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","18","8","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
