"brand","Series","Series-2","PartNo","DetailLink","Document","Description","Suggested Drivers","封装类型和焊端数","预算报价（不含税）(CNY)","认证级别","内部闪存 (KB) ","内部RAM (KB) ","EEPROM (KB) ","内核：类型","工作频率 (Max) (MHz) ","总线频率 (Max) (MHz) ","CAN","I2C","SPI","供电电压 (Min-Max) (V) ","GPIOs","工作环境温度 (Min-Max) (°C) ","定时器特性","其他特性","ADC (ch)","PWM (bit)","ADC (bit)","ADC","PWM (ch)","PLC代码","Pin count","PLC描述","PWM","无铅","RoHS","SCI","定时器","内核：内核数量 (Spec)","负载供电电压 (Max) (V) ","负载供电电压 (Min) (V) ","其他特性-模拟","数据传输速率 (Spec) (kbps) ","数据传输速率 (Max) (kbps) ","数据传输速率 (Min) (kbps) ","诊断","通信协议","器件功能","保护","内核：工作电压 (Spec) (V) ","定时器类型","CAN Type","SLIC","USB features","USB","视频/显示功能","UART","供电电压 (Typ) (V) ","待机功能","状态","替代部件"
"FSL","其他处理器---8位微控制器","S08SH","MC9S08SH16CTL","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08SH&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-general-purpose-sh-mcus:S08SH?&fpsp=1&tab=Documentation_Tab#MC9S08SH16CTL","S08SH 8-bit MCU, S08 core, 16KB Flash, 40MHz, SOP 28","-","TSSOP 28","10000 @ CNY8.01 each","10-YEARS APPLICATION LIFE","16","1","-","S08","40","20","-","1","1","2.7 to 5.5","23","-40 to 85","Input Capture, PWM, Output Compare","Internal Clock Generator, Internal Voltage Regulator, Low Voltage Detect","12","-","10","12-ch. 10-bit","-","3","28","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","-","1-ch. 16 bit, 1-ch. 8 bit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08SH","MC9S08SH16CTLR","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08SH&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-general-purpose-sh-mcus:S08SH?&fpsp=1&tab=Documentation_Tab#MC9S08SH16CTLR","S08SH 8-bit MCU, S08 core, 16KB Flash, 40MHz, SOP 28","-","TSSOP 28","10000 @ CNY8.52 each","10-YEARS APPLICATION LIFE","16","1","-","S08","40","20","-","1","1","2.7 to 5.5","23","-40 to 85","Input Capture, Output Compare, PWM","Internal Clock Generator, Internal Voltage Regulator, Low Voltage Detect","16","-","10","16-ch. 10-bit","-","3","28","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","-","2-ch. 16 bit, 2-ch. 8 bit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08SH","MC9S08SH16CWL","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08SH&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-general-purpose-sh-mcus:S08SH?&fpsp=1&tab=Documentation_Tab#MC9S08SH16CWL","S08SH 8-bit MCU, S08 core, 16KB Flash, 40MHz, SOIC 28","-","SOIC 28","10000 @ CNY7.57 each","10-YEARS APPLICATION LIFE","16","1","-","S08","40","20","-","1","1","2.7 to 5.5","23","-40 to 85","Input Capture, PWM","Analog Comparator, COP, Internal Clock Generator, Internal Voltage Regulator, Low Voltage Detect","16","-","10","16-ch. 10-bit","-","3","28","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","-","2-ch. 16 bit, 2-ch. 8 bit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08SH","MC9S08SH16MTG","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08SH&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-general-purpose-sh-mcus:S08SH?&fpsp=1&tab=Documentation_Tab#MC9S08SH16MTG","S08SH 8-bit MCU, S08 core, 16KB Flash, 40MHz, SOP 16","-","TSSOP 16","10000 @ CNY8.14 each","10-YEARS APPLICATION LIFE","16","1","-","S08","40","20","-","1","1","2.7 to 5.5","13","-40 to 125","Input Capture, Output Compare, PWM","Internal Clock Generator, Internal Voltage Regulator, Low Voltage Detect","8","-","10","8-ch. 10-bit","-","3","16","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","-","1-ch. 16 bit, 1-ch. 8 bit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08SH","MC9S08SH16MTJ","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08SH&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-general-purpose-sh-mcus:S08SH?&fpsp=1&tab=Documentation_Tab#MC9S08SH16MTJ","S08SH 8-bit MCU, S08 core, 16KB Flash, 40MHz, SOP 20","-","TSSOP 20","10000 @ CNY8.52 each","10-YEARS APPLICATION LIFE","16","1","-","S08","40","20","-","1","1","2.7 to 5.5","17","-40 to 125","Input Capture, Output Compare, PWM","Internal Clock Generator, Internal Voltage Regulator, Low Voltage Detect","12","-","10","12-ch. 10-bit","-","3","20","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","-","2-ch. 16 bit, 2-ch. 8 bit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08SH","MC9S08SH16MTJR","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08SH&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-general-purpose-sh-mcus:S08SH?&fpsp=1&tab=Documentation_Tab#MC9S08SH16MTJR","S08SH 8-bit MCU, S08 core, 16KB Flash, 40MHz, SOP 20","-","TSSOP 20","-","10-YEARS APPLICATION LIFE","16","1","-","S08","40","20","-","1","1","2.7 to 5.5","17","-40 to 125","Input Capture, Output Compare, PWM","Internal Clock Generator, Internal Voltage Regulator, Low Voltage Detect","12","-","10","12-ch. 10-bit","-","3","20","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","-","1-ch. 16 bit, 1-ch. 8 bit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08SH","MC9S08SH16MTL","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08SH&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-general-purpose-sh-mcus:S08SH?&fpsp=1&tab=Documentation_Tab#MC9S08SH16MTL","S08SH 8-bit MCU, S08 core, 16KB Flash, 40MHz, SOP 28","-","TSSOP 28","10000 @ CNY8.84 each","10-YEARS APPLICATION LIFE","16","1","-","S08","40","20","-","1","1","2.7 to 5.5","23","-40 to 125","Input Capture, Output Compare, PWM","Internal Clock Generator, Internal Voltage Regulator, Low Voltage Detect","16","-","10","16-ch. 10-bit","-","3","28","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","-","2-ch. 16 bit, 2-ch. 8 bit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08SH","MC9S08SH16VTJ","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08SH&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-general-purpose-sh-mcus:S08SH?&fpsp=1&tab=Documentation_Tab#MC9S08SH16VTJ","S08SH 8-bit MCU, S08 core, 16KB Flash, 40MHz, SOP 20","-","TSSOP 20","10000 @ CNY8.14 each","10-YEARS APPLICATION LIFE","16","1","-","S08","40","20","-","1","1","2.7 to 5.5","17","-40 to 105","Input Capture, Output Compare, PWM","Internal Clock Generator, Internal Voltage Regulator, Low Voltage Detect","12","-","10","12-ch. 10-bit","-","3","20","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","-","1-ch. 16 bit, 1-ch. 8 bit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08SH","MC9S08SH16VTJR","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08SH&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-general-purpose-sh-mcus:S08SH?&fpsp=1&tab=Documentation_Tab#MC9S08SH16VTJR","S08SH 8-bit MCU, S08 core, 16KB Flash, 40MHz, SOP 20","-","TSSOP 20","10000 @ CNY9.41 each","10-YEARS APPLICATION LIFE","16","1","-","S08","40","20","-","1","1","2.7 to 5.5","17","-40 to 105","Input Capture, Output Compare, PWM","Internal Clock Generator, Internal Voltage Regulator, Low Voltage Detect","12","-","10","12-ch. 10-bit","-","3","20","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","-","1-ch. 16 bit, 1-ch. 8 bit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08SH","MC9S08SH32CTG","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08SH&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-general-purpose-sh-mcus:S08SH?&fpsp=1&tab=Documentation_Tab#MC9S08SH32CTG","S08SH 8-bit MCU, S08 core, 32KB Flash, 40MHz, SOP 16","-","TSSOP 16","10000 @ CNY8.33 each","10-YEARS APPLICATION LIFE","32","1","-","S08","40","20","-","1","1","2.7 to 5.5","13","-40 to 85","Input Capture, PWM, Output Compare","Internal Clock Generator, Internal Voltage Regulator, Low Voltage Detect","8","-","10","8-ch. 10-bit","-","3","16","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","-","1-ch. 16 bit, 1-ch. 8 bit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08SH","MC9S08SH32CTGR","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08SH&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-general-purpose-sh-mcus:S08SH?&fpsp=1&tab=Documentation_Tab#MC9S08SH32CTGR","S08SH 8-bit MCU, S08 core, 32KB Flash, 40MHz, SOP 16","-","TSSOP 16","10000 @ CNY8.90 each","10-YEARS APPLICATION LIFE","32","1","-","S08","40","20","-","1","1","2.7 to 5.5","13","-40 to 85","Input Capture, Output Compare, PWM","Internal Clock Generator, Internal Voltage Regulator, Low Voltage Detect","8","-","10","8-ch. 10-bit","-","3","16","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","-","1-ch. 16 bit, 1-ch. 8 bit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08SH","MC9S08SH32CTJ","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08SH&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-general-purpose-sh-mcus:S08SH?&fpsp=1&tab=Documentation_Tab#MC9S08SH32CTJ","S08SH 8-bit MCU, S08 core, 32KB Flash, 40MHz, SOP 20","-","TSSOP 20","10000 @ CNY8.58 each","10-YEARS APPLICATION LIFE","32","1","-","S08","40","20","-","1","1","2.7 to 5.5","17","-40 to 85","Input Capture, PWM, Output Compare","Internal Clock Generator, Internal Voltage Regulator, Low Voltage Detect","16","-","10","16-ch. 10-bit","-","3","20","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","-","1-ch. 16 bit, 1-ch. 8 bit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08SH","MC9S08SH32CTL","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08SH&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-general-purpose-sh-mcus:S08SH?&fpsp=1&tab=Documentation_Tab#MC9S08SH32CTL","S08SH 8-bit MCU, S08 core, 32KB Flash, 40MHz, SOP 28","-","TSSOP 28","10000 @ CNY8.90 each","10-YEARS APPLICATION LIFE","32","1","-","S08","40","20","-","1","1","2.7 to 5.5","23","-40 to 85","Input Capture, PWM, Output Compare","Internal Clock Generator, Internal Voltage Regulator, Low Voltage Detect","12","-","10","12-ch. 10-bit","-","3","28","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","-","1-ch. 16 bit, 1-ch. 8 bit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08SH","MC9S08SH32CTLR","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08SH&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-general-purpose-sh-mcus:S08SH?&fpsp=1&tab=Documentation_Tab#MC9S08SH32CTLR","S08SH 8-bit MCU, S08 core, 32KB Flash, 40MHz, SOP 28","-","TSSOP 28","10000 @ CNY9.41 each","10-YEARS APPLICATION LIFE","32","1","-","S08","40","20","-","1","1","2.7 to 5.5","17","-40 to 85","Input Capture, Output Compare, PWM","Internal Clock Generator, Internal Voltage Regulator, Low Voltage Detect","16","-","10","16-ch. 10-bit","-","3","28","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","-","1-ch. 16 bit, 1-ch. 8 bit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08SH","MC9S08SH32CWL","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08SH&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-general-purpose-sh-mcus:S08SH?&fpsp=1&tab=Documentation_Tab#MC9S08SH32CWL","S08SH 8-bit MCU, S08 core, 32KB Flash, 40MHz, SOIC 28","-","SOIC 28","10000 @ CNY8.46 each","10-YEARS APPLICATION LIFE","32","1","-","S08","40","20","-","1","1","2.7 to 5.5","23","-40 to 85","Input Capture, PWM","Analog Comparator, COP, Internal Clock Generator, Internal Voltage Regulator, Low Voltage Detect","16","-","10","16-ch. 10-bit","-","3","28","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","-","1-ch. 16 bit, 1-ch. 8 bit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08SH","MC9S08SH32CWLR","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08SH&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-general-purpose-sh-mcus:S08SH?&fpsp=1&tab=Documentation_Tab#MC9S08SH32CWLR","S08SH 8-bit MCU, S08 core, 32KB Flash, 40MHz, SOIC 28","-","SOIC 28","10000 @ CNY9.03 each","10-YEARS APPLICATION LIFE","32","1","-","S08","40","20","-","1","1","2.7 to 5.5","23","-40 to 85","Input Capture, Output Compare, PWM","Internal Clock Generator, Internal Voltage Regulator, Low Voltage Detect","16","-","10","16-ch. 10-bit","-","3","28","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","-","1-ch. 16 bit, 1-ch. 8 bit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08SH","MC9S08SH32MTG","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08SH&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-general-purpose-sh-mcus:S08SH?&fpsp=1&tab=Documentation_Tab#MC9S08SH32MTG","S08SH 8-bit MCU, S08 core, 32KB Flash, 40MHz, SOP 16","-","TSSOP 16","10000 @ CNY9.22 each","10-YEARS APPLICATION LIFE","32","1","-","S08","40","20","-","1","1","2.7 to 5.5","23","-40 to 125","Input Capture, Output Compare, PWM","Internal Clock Generator, Internal Voltage Regulator, Low Voltage Detect","8","-","10","8-ch. 10-bit","-","3","16","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","-","2-ch. 16 bit, 2-ch. 8 bit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08SH","MC9S08SH32MTJ","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08SH&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-general-purpose-sh-mcus:S08SH?&fpsp=1&tab=Documentation_Tab#MC9S08SH32MTJ","S08SH 8-bit MCU, S08 core, 32KB Flash, 40MHz, SOP 20","-","TSSOP 20","10000 @ CNY9.47 each","10-YEARS APPLICATION LIFE","32","1","-","S08","40","20","-","1","1","2.7 to 5.5","17","-40 to 125","Input Capture, Output Compare, PWM","Internal Clock Generator, Internal Voltage Regulator, Low Voltage Detect","12","-","10","12-ch. 10-bit","-","3","20","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","-","1-ch. 16 bit, 1-ch. 8 bit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08SH","MC9S08SH32MTL","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08SH&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-general-purpose-sh-mcus:S08SH?&fpsp=1&tab=Documentation_Tab#MC9S08SH32MTL","S08SH 8-bit MCU, S08 core, 32KB Flash, 40MHz, SOP 28","-","TSSOP 28","10000 @ CNY9.73 each","10-YEARS APPLICATION LIFE","32","1","-","S08","40","20","-","1","1","2.7 to 5.5","17","-40 to 125","Input Capture, Output Compare, PWM","Internal Clock Generator, Internal Voltage Regulator, Low Voltage Detect","16","-","10","16-ch. 10-bit","-","3","28","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","-","2-ch. 16 bit, 2-ch. 8 bit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08SH","MC9S08SH32MWL","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08SH&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-general-purpose-sh-mcus:S08SH?&fpsp=1&tab=Documentation_Tab#MC9S08SH32MWL","S08SH 8-bit MCU, S08 core, 32KB Flash, 40MHz, SOIC 28","-","SOIC 28","10000 @ CNY9.35 each","10-YEARS APPLICATION LIFE","32","1","-","S08","40","20","-","1","1","2.7 to 5.5","23","-40 to 125","Input Capture, Output Compare, PWM","Internal Clock Generator, Internal Voltage Regulator, Low Voltage Detect","16","-","10","16-ch. 10-bit","-","3","28","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","-","2-ch. 16 bit, 2-ch. 8 bit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08SH","MC9S08SH32VTL","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08SH&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-general-purpose-sh-mcus:S08SH?&fpsp=1&tab=Documentation_Tab#MC9S08SH32VTL","S08SH 8-bit MCU, S08 core, 32KB Flash, 40MHz, SOP 28","-","TSSOP 28","10000 @ CNY9.35 each","10-YEARS APPLICATION LIFE","32","1","-","S08","40","20","-","1","1","2.7 to 5.5","17","-40 to 105","Input Capture, Output Compare, PWM","Internal Clock Generator, Internal Voltage Regulator, Low Voltage Detect","16","-","10","16-ch. 10-bit","-","3","28","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","-","1-ch. 16 bit, 1-ch. 8 bit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08SH","MC9S08SH4CFK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08SH&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-general-purpose-sh-mcus:S08SH?&fpsp=1&tab=Documentation_Tab#MC9S08SH4CFK","S08SH 8-bit MCU, S08 core, 4KB Flash, 40MHz, QFN 24","-","QFN 24","10000 @ CNY5.15 each","10-YEARS APPLICATION LIFE","4","0.256","-","S08","40","20","-","1","1","2.7 to 5.5","17","-40 to 85","PWM, Output Compare, Input Capture","Analog Comparator, COP, Internal Clock Generator, Internal Voltage Regulator, Low Voltage Detect","12","-","10","12-ch. 10-bit","-","3","24","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","-","1-ch. 16 bit, 1-ch. 8 bit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08SH","MC9S08SH4CPJ","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08SH&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-general-purpose-sh-mcus:S08SH?&fpsp=1&tab=Documentation_Tab#MC9S08SH4CPJ","S08SH 8-bit MCU, S08 core, 4KB Flash, 40MHz, DIP 20","-","DIP 20","10000 @ CNY5.66 each","10-YEARS APPLICATION LIFE","4","0.256","-","S08","40","20","-","1","1","2.7 to 5.5","17","-40 to 85","Input Capture, PWM, Output Compare","Analog Comparator, COP, Internal Clock Generator, Internal Voltage Regulator, Low Voltage Detect","12","-","10","12-ch. 10-bit","-","3","20","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","-","2-ch. 16 bit, 2-ch. 8 bit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08SH","MC9S08SH4CSC","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08SH&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-general-purpose-sh-mcus:S08SH?&fpsp=1&tab=Documentation_Tab#MC9S08SH4CSC","S08SH 8-bit MCU, S08 core, 4KB Flash, 40MHz, SOIC 8","-","SOIC 8","10000 @ CNY4.90 each","10-YEARS APPLICATION LIFE","4","0.256","-","S08","40","20","-","1","-","2.7 to 5.5","4","-40 to 85","Input Capture, Output Compare, PWM","Analog Comparator, COP, Internal Clock Generator, Internal Voltage Regulator, Low Voltage Detect","4","-","10","4-ch. 10-bit","-","3","8","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","-","1-ch. 16 bit, 1-ch. 8 bit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
