"brand","Series","Series-2","PartNo","DetailLink","Document","Description","Suggested Drivers","替代部件","器件功能","预算报价（不含税）(CNY)","SafeAssure 功能安全","封装类型和焊端数","工作环境温度 (Min-Max) (°C) ","其他特性-模拟","CAN Type","通信协议","负载供电电压 (Min) (V) ","负载供电电压 (Max) (V) ","供电电压 (Min-Max) (V) ","RoHS","接口和输入控制","PLC代码","Pin count","PLC描述","诊断","Sleep Current (Max) (mA) ","认证级别","保护","通道数","每路输出电流限值 (Min) (A) (ILIM)","无铅","负载电流 (Typ) (A) (IL)","漏源导通电阻 (Typ) (mOhm) (RDS(ON))","其他特性 - 电源管理","线性/LDO稳压器数量","开关升压稳压器数量","开关降压稳压器数量","输出电压","输出电流 (A) ","开关监控电压 (Min-Max) (V) (VSENSE)","负载电流 (Max) (A) (IL)","PWM Frquency (Hz) ","内核：内核数量 (Spec)","内部RAM (KB) ","数据传输速率 (Spec) (kbps) ","数据传输速率 (Max) (kbps) ","数据传输速率 (Min) (kbps) ","工作频率 (Max) (MHz) ","内核：类型","内部闪存 (KB) ","内核：工作电压 (Spec) (V) ","ADC (ch)","PWM (bit)","ADC (bit)","PWM (ch)","定时器特性","定时器","PWM","ADC","MCU内部用户闪存 (Spec) (kByte) "
"FSL","模拟与电源管理---发动机和DC电机控制","MC33879","MC33879TEKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33879&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/h-bridges/configurable-octal-serial-switch:MC33879?&fpsp=1&tab=Documentation_Tab#MC33879TEKR2","Switch, Congifurable 8 Channels, SOIC 32, Reel","-","-","High/Low Config Switch, Powertrain Control","1000 @ CNY11.83 each","-","SOIC-EP 32","-40 to 125","PWM Capable, Output OFF Open Load Reporting, Output Disable Input, Output Current Limiting, Internal Charge Pump, Enable/Sleep Input","-","-","0","26.5","5.5 to 26.5","-","SPI","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","SPI","0.005","AUTO; >=10 YEARS APPLICATION LIFE","Inrush Current Limit, Short Circuit, Overvoltage, Undervoltage Lockout, Open Load, Overtemperature, Overcurrent","8","1.2","-","0.35","750","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---发动机和DC电机控制","MC33812","MCZ33812AEK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33812&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/powertrain-engine-control/multifunctional-ignition-and-injector-driver:MC33812?&fpsp=1&tab=Documentation_Tab#MCZ33812AEK","Engine Control IC, One Cylinder, Electronic fuel injection (EFI), SOIC 32, Rail","-","-","Powertrain Control, Low Side Switch, Pre-Driver","1000 @ CNY8.46 each","-","SOIC-EP 32","-40 to 125","Regulator Control Output","-","-","4.9","36","4.9 to 36","-","Parallel","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","Parallel","-","AUTO; >=10 YEARS APPLICATION LIFE","Short Circuit, Overcurrent, Overtemperature","2, 1","3, 1","-","1, 0.3","200, 1000","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---发动机和DC电机控制","MC33812","MCZ33812AEKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33812&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/powertrain-engine-control/multifunctional-ignition-and-injector-driver:MC33812?&fpsp=1&tab=Documentation_Tab#MCZ33812AEKR2","Engine Control IC, One Cylinder, Electronic fuel injection (EFI), SOIC 32, Reel","-","-","Powertrain Control, Low Side Switch, Pre-Driver","1000 @ CNY8.46 each","-","SOIC-EP 32","-40 to 125","Regulator Control Output","-","-","4.9","36","4.9 to 36","-","Parallel","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","Parallel","-","AUTO; >=10 YEARS APPLICATION LIFE","Short Circuit, Overcurrent, Overtemperature","2, 1","3, 1","-","1, 0.3","200, 1000","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---发动机和DC电机控制","MC33812","MCZ33812EK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33812&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/powertrain-engine-control/multifunctional-ignition-and-injector-driver:MC33812?&fpsp=1&tab=Documentation_Tab#MCZ33812EK","Engine Control IC, One Cylinder, Electronic fuel injection (EFI), SOIC 32, Rail","-","-","Powertrain Control, Low Side Switch, Pre-Driver","1000 @ CNY9.09 each","-","SOIC-EP 32","-40 to 125","Regulator Control Output","-","-","4.9","36","4.9 to 36","-","Parallel","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","Parallel","-","AUTO; >=10 YEARS APPLICATION LIFE","Short Circuit, Overcurrent, Overtemperature","2, 1","3, 1","-","1, 0.3","200, 1000","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---发动机和DC电机控制","MC33812","MCZ33812EKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33812&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/powertrain-engine-control/multifunctional-ignition-and-injector-driver:MC33812?&fpsp=1&tab=Documentation_Tab#MCZ33812EKR2","Engine Control IC, One Cylinder, Electronic fuel injection (EFI), SOIC 32, Reel","-","-","Powertrain Control, Low Side Switch, Pre-Driver","1000 @ CNY9.09 each","-","SOIC-EP 32","-40 to 125","Regulator Control Output","-","-","4.9","36","4.9 to 36","-","Parallel","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","Parallel","-","AUTO; >=10 YEARS APPLICATION LIFE","Short Circuit, Overcurrent, Overtemperature","2, 1","3, 1","-","1, 0.3","200, 1000","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---发动机和DC电机控制","MC33880","MC33880PEG","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33880&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/h-bridges/octal-serial-switch-with-spi:MC33880?&fpsp=1&tab=Documentation_Tab#MC33880PEG","Switch, Congifurable 8 Channels, SOIC 28, Rail","-","-","High/Low Config Switch, Powertrain Control","1000 @ CNY12.84 each","-","SOIC 28","-40 to 125","PWM Capable, Output OFF Open Load Reporting, Output Disable Input, Output Current Limiting, Internal Charge Pump, Enable/Sleep Input","-","-","0","45","9 to 24.5","-","SPI","3","28","PRODUCT STABLE GROWTH/MATURITY(3)","SPI","0.005","AUTO; >=10 YEARS APPLICATION LIFE","Inrush Current Limit, Short Circuit, Overvoltage, Undervoltage Lockout, Open Load, Overtemperature, Overcurrent","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---发动机和DC电机控制","MC33880","MC33880PEGR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33880&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/h-bridges/octal-serial-switch-with-spi:MC33880?&fpsp=1&tab=Documentation_Tab#MC33880PEGR2","Switch, Congifurable 8 Channels, SOIC 28, Reel","-","-","High/Low Config Switch, Powertrain Control","1000 @ CNY12.84 each","-","SOIC 28","-40 to 125","PWM Capable, Output OFF Open Load Reporting, Output Disable Input, Output Current Limiting, Internal Charge Pump, Enable/Sleep Input","-","-","0","45","9 to 24.5","-","SPI","3","28","PRODUCT STABLE GROWTH/MATURITY(3)","SPI","0.005","AUTO; >=10 YEARS APPLICATION LIFE","Inrush Current Limit, Short Circuit, Overvoltage, Undervoltage Lockout, Open Load, Overtemperature, Overcurrent","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---发动机和DC电机控制","MC33880","MC33880PEW","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33880&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/h-bridges/octal-serial-switch-with-spi:MC33880?&fpsp=1&tab=Documentation_Tab#MC33880PEW","Switch, Congifurable 8 Channels, SOIC 28, Rail","-","-","High/Low Config Switch, Powertrain Control","1000 @ CNY13.86 each","-","SOIC 32","-40 to 125","PWM Capable, Output OFF Open Load Reporting, Output Disable Input, Output Current Limiting, Internal Charge Pump, Enable/Sleep Input","-","-","0","45","9 to 24.5","-","SPI","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","SPI","0.005","AUTO; >=10 YEARS APPLICATION LIFE","Inrush Current Limit, Short Circuit, Overvoltage, Undervoltage Lockout, Open Load, Overtemperature, Overcurrent","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---发动机和DC电机控制","MC33880","MC33880PEWR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33880&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/h-bridges/octal-serial-switch-with-spi:MC33880?&fpsp=1&tab=Documentation_Tab#MC33880PEWR2","Switch, Congifurable 8 Channels, SOIC 28, Reel","-","-","High/Low Config Switch, Powertrain Control","1000 @ CNY13.86 each","-","SOIC 32","-40 to 125","PWM Capable, Output OFF Open Load Reporting, Output Disable Input, Output Current Limiting, Internal Charge Pump, Enable/Sleep Input","-","-","0","45","9 to 24.5","-","SPI","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","SPI","0.005","AUTO; >=10 YEARS APPLICATION LIFE","Inrush Current Limit, Short Circuit, Overvoltage, Undervoltage Lockout, Open Load, Overtemperature, Overcurrent","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---发动机和DC电机控制","MC33816","MC33816AE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33816&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/powertrain-engine-control/sd6-programmable-driver-for-solenoid-control:MC33816?&fpsp=1&tab=Documentation_Tab#MC33816AE","Programmable solenoid controller, 6 - solenoid driver, precision control, LQFP 64, Tray","-","-","Powertrain Control, Pre-Driver","1000 @ CNY26.13 each","-","QFP-EP 64","-40 to 125","Open Load Detect Current Contr, Output Slew Rate Control, PWM Capable","-","-","-","-","5 to 72","-","Parallel","3","64","PRODUCT STABLE GROWTH/MATURITY(3)","Parallel, SPI","-","AUTO; >=10 YEARS APPLICATION LIFE","Undervoltage Lockout, Short Circuit, Overvoltage Protect, Overcurrent","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---发动机和DC电机控制","MC33816","MC33816AER2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33816&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/powertrain-engine-control/sd6-programmable-driver-for-solenoid-control:MC33816?&fpsp=1&tab=Documentation_Tab#MC33816AER2","Programmable solenoid controller, 6 - solenoid driver, precision control, LQFP 64, Reel","-","-","Powertrain Control, Pre-Driver","1000 @ CNY26.13 each","-","QFP-EP 64","-40 to 125","Open Load Detect Current Contr, Output Slew Rate Control, PWM Capable","-","-","-","-","5 to 72","-","Parallel","3","64","PRODUCT STABLE GROWTH/MATURITY(3)","Parallel, SPI","-","AUTO; >=10 YEARS APPLICATION LIFE","Overvoltage Protect, Undervoltage Lockout, Short Circuit, Overcurrent","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---发动机和DC电机控制","MC33730","MC33730EK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33730&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/powertrain-engine-control/power-supply-with-multiple-linear-regulators:MC33730?&fpsp=1&tab=Documentation_Tab#MC33730EK","Power management IC, Switch Mode Power Supply with Multiple Linear Regulators, SOIC 32, Rail","-","-","Linear Regulators, Powertrain Control, Switching Regulators","1000 @ CNY18.63 each","-","SOIC-EP 32","-40 to 125","-","-","-","-","-","4.5 to 26.5","-","Parallel","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","None","-","AUTO; >=10 YEARS APPLICATION LIFE","Reverse Battery, Undervoltage Lockout, Overvoltage Protect","1, 2","2.25, 0.02","-","3.5, 0.28","200, 500","Adjustable Oscillators, Power Sequencing","5","0","1","5.0, 5.0, 3.3 ADJ down, 3.3 ADJ down, 3.3 ADJ down, 5.0","0.15, 0.15, 0.04, 0.04, 0.04, 3.5","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---发动机和DC电机控制","MC33730","MC33730EKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33730&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/powertrain-engine-control/power-supply-with-multiple-linear-regulators:MC33730?&fpsp=1&tab=Documentation_Tab#MC33730EKR2","Power management IC, Switch Mode Power Supply with Multiple Linear Regulators, SOIC 32, Reel","-","-","Linear Regulators, Powertrain Control, Switching Regulators","1000 @ CNY18.63 each","-","SOIC-EP 32","-40 to 125","-","-","-","-","-","4.5 to 26.5","-","Parallel","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","None","-","AUTO; >=10 YEARS APPLICATION LIFE","Reverse Battery, Undervoltage Lockout, Overvoltage Protect","1, 2","2.25, 0.02","-","3.5, 0.28","200, 500","Adjustable Oscillators, Power Sequencing","5","0","1","5.0, 5.0, 3.3 ADJ down, 3.3 ADJ down, 3.3 ADJ down, 5.0","0.15, 0.15, 0.04, 0.04, 0.04, 3.5","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---发动机和DC电机控制","MC33886","MC33886PVW","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33886&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/h-bridges/h-bridge-brushed-dc-motor-driver-5-28v-5a-10khz:MC33886?&fpsp=1&tab=Documentation_Tab#MC33886PVW","H-Bridge, Brushed DC Motor Driver, 5-28V, 5A, SM-5, HSOP 20, Rail","-","-","H-Bridge","1000 @ CNY21.49 each","-","HSOP-EP 20","-40 to 125","PWM Capable, Output Disable Input, Output Current Limiting, Internal Charge Pump","-","-","0","30","5 to 30","-","Parallel","3","20","PRODUCT STABLE GROWTH/MATURITY(3)","Status Flag","-","AUTO; >=10 YEARS APPLICATION LIFE","Inrush Current Limit, Short Circuit, Undervoltage Lockout, Cross-Conduction Suppression, Overcurrent, Overtemperature","2","6.5","-","5","240","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---发动机和DC电机控制","MC33886","MC33886PVWR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33886&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/h-bridges/h-bridge-brushed-dc-motor-driver-5-28v-5a-10khz:MC33886?&fpsp=1&tab=Documentation_Tab#MC33886PVWR2","H-Bridge, Brushed DC Motor Driver, 5-28V, 5A, SM-5, HSOP 20, Reel","-","-","H-Bridge","1000 @ CNY21.49 each","-","HSOP-EP 20","-40 to 125","PWM Capable, Output Disable Input, Output Current Limiting, Internal Charge Pump","-","-","0","30","5 to 30","-","Parallel","3","20","PRODUCT STABLE GROWTH/MATURITY(3)","Status Flag","-","AUTO; >=10 YEARS APPLICATION LIFE","Inrush Current Limit, Short Circuit, Undervoltage Lockout, Cross-Conduction Suppression, Overcurrent, Overtemperature","2","6.5","-","5","240","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---发动机和DC电机控制","GD3000","MC33GD3000EP","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=GD3000&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/h-bridges/3-phase-brushless-motor-pre-driver:GD3000?&fpsp=1&tab=Documentation_Tab#MC33GD3000EP","Brushless DC Motor Gate Driver, 3-Phase, 5-58V, 1A, QFN 56, Tray","-","-","Gate Driver","1000 @ CNY13.67 each","-","QFN-EP 56","-40 to 125","Fault Detection/Reporting, Internal Charge Pump, Output Current Limiting, PWM Capable, Enable/Reset Input","-","-","13","16.5","6 to 40","-","Parallel, SPI","1","56","PRODUCT NEWLY INTRO D/RAMP-UP(1)","SPI","0.03","AUTO; >=10 YEARS APPLICATION LIFE","Overcurrent, Overtemperature, Shoot Through, Undervoltage, Desaturation, Short to Ground","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---发动机和DC电机控制","GD3000","MC33GD3000EPR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=GD3000&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/h-bridges/3-phase-brushless-motor-pre-driver:GD3000?&fpsp=1&tab=Documentation_Tab#MC33GD3000EPR2","Brushless DC Motor Gate Driver, 3-Phase, 5-58V, 1A, QFN 56, Reel","-","-","Gate Driver","1000 @ CNY13.67 each","-","QFN-EP 56","-40 to 125","PWM Capable, Output Current Limiting, Internal Charge Pump, Fault Detection/Reporting, Enable/Reset Input","-","-","13","16.5","6 to 40","-","Parallel, SPI","1","56","PRODUCT NEWLY INTRO D/RAMP-UP(1)","SPI","0.03","AUTO; >=10 YEARS APPLICATION LIFE","Desaturation, Overcurrent, Overtemperature, Reverse-charge Injection, Shoot Through, Undervoltage, Short to Ground","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---发动机和DC电机控制","GD3000","MC34GD3000EP","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=GD3000&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/h-bridges/3-phase-brushless-motor-pre-driver:GD3000?&fpsp=1&tab=Documentation_Tab#MC34GD3000EP","Brushless DC Motor Gate Driver, 3-Phase, 5-58V, 1A, QFN 56, Tray","-","-","Gate Driver","1000 @ CNY10.30 each","-","QFN-EP 56","-20 to 105","PWM Capable, Output Current Limiting, Internal Charge Pump, Fault Detection/Reporting, Enable/Reset Input","-","-","13","16.5","6 to 58","-","Parallel, SPI","2","56","PRODUCT RAPID GROWTH(2)","SPI","0.03","10-YEARS APPLICATION LIFE","Desaturation, Overcurrent, Overtemperature, Reverse-charge Injection, Shoot Through, Undervoltage, Short to Ground","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---发动机和DC电机控制","GD3000","MC34GD3000EPR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=GD3000&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/h-bridges/3-phase-brushless-motor-pre-driver:GD3000?&fpsp=1&tab=Documentation_Tab#MC34GD3000EPR2","Brushless DC Motor Gate Driver, 3-Phase, 5-58V, 1A, QFN 56, Reel","-","-","Gate Driver","1000 @ CNY10.30 each","-","QFN-EP 56","-20 to 105","PWM Capable, Output Current Limiting, Internal Charge Pump, Fault Detection/Reporting, Enable/Reset Input","-","-","13","16.5","6 to 58","-","Parallel, SPI","2","56","PRODUCT RAPID GROWTH(2)","SPI","0.03","10-YEARS APPLICATION LIFE","Desaturation, Overcurrent, Overtemperature, Reverse-charge Injection, Shoot Through, Undervoltage, Short to Ground","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---发动机和DC电机控制","MC33800","MCZ33800EK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33800&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/powertrain-engine-control/engine-control-integrated-circuit:MC33800?&fpsp=1&tab=Documentation_Tab#MCZ33800EK","Driver, 2 current drivers, 8 low side drivers, 6 pre-drivers, SPI, SOIC 54, Rail","-","-","Low Side Switch, Powertrain Control, Pre-Driver","1000 @ CNY16.98 each","-","SOIC-EP 54","-40 to 125","Sleep Mode","-","-","5","36","3 to 5.5","-","Parallel, SPI","3","54","PRODUCT STABLE GROWTH/MATURITY(3)","SPI","-","AUTO; >=10 YEARS APPLICATION LIFE","Thermal Shutdown, Short Circuit, Overvoltage, Undervoltage Lockout, Overcurrent","2, 6, 1, 1","6, 2, 2.5, 1","-","0.35, 0.35, 0.8, 0.17","700, 700, 250, 1000","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---发动机和DC电机控制","MC33800","MCZ33800EKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33800&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/powertrain-engine-control/engine-control-integrated-circuit:MC33800?&fpsp=1&tab=Documentation_Tab#MCZ33800EKR2","Driver, 2 current drivers, 8 low side drivers, 6 pre-drivers, SPI, SOIC 54, Reel","-","-","Low Side Switch, Powertrain Control, Pre-Driver","1000 @ CNY16.98 each","-","SOIC-EP 54","-40 to 125","Sleep Mode","-","-","5","36","3 to 5.5","-","Parallel, SPI","3","54","PRODUCT STABLE GROWTH/MATURITY(3)","SPI","-","AUTO; >=10 YEARS APPLICATION LIFE","Thermal Shutdown, Short Circuit, Overvoltage, Undervoltage Lockout, Overcurrent","2, 6, 1, 1","6, 2, 2.5, 1","-","0.35, 0.35, 0.8, 0.17","700, 700, 250, 1000","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---发动机和DC电机控制","MC33810","MCZ33810EK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33810&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/powertrain-engine-control/automotive-engine-control-ic:MC33810?&fpsp=1&tab=Documentation_Tab#MCZ33810EK","Engine controller, 4 low side driver, 4 pre driver, SPI, EFI, SOIC 32, Rail","-","-","Low Side Switch, Powertrain Control, Pre-Driver","1000 @ CNY15.01 each","-","SOIC-EP 32","-40 to 125","-","-","-","4.5","36","3 to 5.5","-","SPI, Parallel","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","SPI, Parallel","-","AUTO; >=10 YEARS APPLICATION LIFE","Undervoltage, Thermal Shutdown, Short Circuit, Overvoltage, Output Current","4","6","-","1","100","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---发动机和DC电机控制","MC33810","MCZ33810EKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33810&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/powertrain-engine-control/automotive-engine-control-ic:MC33810?&fpsp=1&tab=Documentation_Tab#MCZ33810EKR2","Engine controller, 4 low side driver, 4 pre driver, SPI, EFI, SOIC 32, Reel","-","-","Low Side Switch, Powertrain Control, Pre-Driver","1000 @ CNY15.01 each","-","SOIC-EP 32","-40 to 125","-","-","-","4.5","36","3 to 5.5","-","SPI, Parallel","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","SPI, Parallel","-","AUTO; >=10 YEARS APPLICATION LIFE","Undervoltage, Thermal Shutdown, Short Circuit, Overvoltage, Output Current","4","6","-","1","100","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---发动机和DC电机控制","MC33186","MC33186HVW1","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33186&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/h-bridges/h-bridge-brushed-dc-motor-driver-5-28v-5a-20khz:MC33186?&fpsp=1&tab=Documentation_Tab#MC33186HVW1","H-Bridge, Brushed DC Motor Driver, 5-28V, 5A, SM-3, HSOP 20, Rail","-","-","H-Bridge","1000 @ CNY37.26 each","-","HSOP-EP 20","-40 to 125","PWM Capable, Output Disable Input, Output Current Limiting, Internal Charge Pump","-","-","0","28","5 to 28","-","Parallel","3","20","PRODUCT STABLE GROWTH/MATURITY(3)","Status Flag","-","AUTO; >=10 YEARS APPLICATION LIFE","Undervoltage, Short Circuit, Overvoltage, Inrush Current Limit, Cross-Conduction Suppression, Overcurrent, Overtemperature","2","6.5","-","5","300","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---发动机和DC电机控制","MC33186","MC33186HVW1R2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33186&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/h-bridges/h-bridge-brushed-dc-motor-driver-5-28v-5a-20khz:MC33186?&fpsp=1&tab=Documentation_Tab#MC33186HVW1R2","H-Bridge, Brushed DC Motor Driver, 5-28V, 5A, SM-3, HSOP 20, Reel","-","-","H-Bridge","1000 @ CNY37.26 each","-","HSOP-EP 20","-40 to 125","PWM Capable, Output Disable Input, Output Current Limiting, Internal Charge Pump","-","-","0","28","5 to 28","-","Parallel","3","20","PRODUCT STABLE GROWTH/MATURITY(3)","Status Flag","-","AUTO; >=10 YEARS APPLICATION LIFE","Undervoltage, Short Circuit, Overvoltage, Inrush Current Limit, Cross-Conduction Suppression, Overcurrent, Overtemperature","2","6.5","-","5","300","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
