"brand","Series","Series-2","PartNo","DetailLink","Document","Description","Suggested Drivers","封装类型和焊端数","内部闪存 (KB) ","内部RAM (KB) ","工作频率 (Max) (MHz) ","DMA通道总数","PWM","ADC","I2C","PWM分辨率 (ps) ","QSCI","CAN","ADC (ch)","PWM (bit)","SCI","ADC (bit)","PWM (ch)","PLC代码","预算报价（不含税）(CNY)","Pin count","PLC描述","其他特性","SPI","定时器特性","定时器","Debug &amp; Trace","GPIOs","内核：性能(MIPS)","LIN","工作环境温度 (Min-Max) (°C) ","无铅","供电电压 (Min-Max) (V) ","认证级别","RoHS","内核：工作电压 (Spec) (V) ","DAC (bit)","QSPI","CAN Type","定时器类型","DAC (ch)","独立的PWM模块","ADC转换时间 (ns) ","模拟比较器","内核：类型","独立ADC模块","FlexMemory (kB) ","EEPROM (KB) ","内核：内核数量 (Spec)","L2缓存 (Max) (KB) ","UART","支持外部存储器","缓存 (KB) ","外部总线接口","Ethernet Type","TDM"
"FSL","其他处理器---数字信号处理器/控制器","56F824X_825X","MC56F8255VLD","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=56F824X_825X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f82xx/digital-signal-controller:56F824X_825X?&fpsp=1&tab=Documentation_Tab#MC56F8255VLD","16-bit DSC, 56800E core, 64KB Flash, 60MHz, QFP 44","-","LQFP 44","64","8","60","-","-","8-ch. 12-bit","2","-","-","1","8","-","2","12","-","2","10000 @ CNY19.58 each","44","PRODUCT RAPID GROWTH(2)","COP, Low Voltage Detect, PLL, POR","-","-","4-ch. 16-bit","-","-","60","-","-40 to 105","-","3 to 3.6","10-YEARS APPLICATION LIFE","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","56F824X_825X","MC56F8256MLF","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=56F824X_825X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f82xx/digital-signal-controller:56F824X_825X?&fpsp=1&tab=Documentation_Tab#MC56F8256MLF","16-bit DSC, 56800E core, 64KB Flash, 60MHz, QFP 48","-","LQFP 48","64","8","60","-","-","10-ch. 12-bit","2","-","-","1","10","-","2","12","-","2","10000 @ CNY20.86 each","48","PRODUCT RAPID GROWTH(2)","COP, Low Voltage Detect, PLL, POR","-","-","4-ch. 16-bit","-","-","60","-","-40 to 105","-","3 to 3.6","10-YEARS APPLICATION LIFE","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","56F824X_825X","MC56F8256VLF","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=56F824X_825X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f82xx/digital-signal-controller:56F824X_825X?&fpsp=1&tab=Documentation_Tab#MC56F8256VLF","16-bit DSC, 56800E core, 64KB Flash, 60MHz, QFP 48","-","LQFP 48","64","8","60","-","-","10-ch. 12-bit","2","-","-","1","10","-","2","12","-","2","10000 @ CNY19.90 each","48","PRODUCT RAPID GROWTH(2)","COP, Low Voltage Detect, PLL, POR","-","-","4-ch. 16-bit","-","-","60","-","-40 to 105","-","3 to 3.6","10-YEARS APPLICATION LIFE","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","56F824X_825X","MC56F8257MLH","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=56F824X_825X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f82xx/digital-signal-controller:56F824X_825X?&fpsp=1&tab=Documentation_Tab#MC56F8257MLH","16-bit DSC, 56800E core, 64KB Flash, 60MHz, QFP 64","-","QFP 64","64","8","60","-","-","16-ch. 12-bit","2","-","-","1","16","-","2","12","-","2","10000 @ CNY23.34 each","64","PRODUCT RAPID GROWTH(2)","COP, Low Voltage Detect, PLL, POR","-","-","4-ch. 16-bit","-","-","60","-","-40 to 105","-","3 to 3.6","10-YEARS APPLICATION LIFE","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","56F824X_825X","MC56F8257VLH","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=56F824X_825X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f82xx/digital-signal-controller:56F824X_825X?&fpsp=1&tab=Documentation_Tab#MC56F8257VLH","16-bit DSC, 56800E core, 64KB Flash, 60MHz, QFP 64","-","QFP 64","64","8","60","-","-","16-ch. 12-bit","2","-","-","1","16","-","2","12","-","2","10000 @ CNY22.19 each","64","PRODUCT RAPID GROWTH(2)","COP, Low Voltage Detect, PLL, POR","-","-","4-ch. 16-bit","-","-","60","-","-40 to 105","-","3 to 3.6","10-YEARS APPLICATION LIFE","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","56F802X","MC56F8023VLC","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=56F802X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f80xx/digital-signal-controller-for-auto-and-industrial-applications:56F802X?&fpsp=1&tab=Documentation_Tab#MC56F8023VLC","16-bit DSC, 56800E core, 32KB Flash, 32MHz, QFP 32","-","LQFP 32","32","4","32","-","6-ch. 15-bit","6-ch. 12-bit","1","-","-","-","6","15","1","12","6","3","10000 @ CNY20.35 each","32","PRODUCT STABLE GROWTH/MATURITY(3)","Analog Comparator, COP, Internal Clock Generator, Low Voltage Detect, PLL, POR, Watchdog OSC/Timer","1","Realtime Interrupts, PWM, Input Capture","4-ch. 16-bit","JTAG, On-Chip Emulation","26","32","1","-40 to 105","-","3 to 3.6","10-YEARS APPLICATION LIFE","-","2.5","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","56F802X","MC56F8025VLD","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=56F802X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f80xx/digital-signal-controller-for-auto-and-industrial-applications:56F802X?&fpsp=1&tab=Documentation_Tab#MC56F8025VLD","16-bit DSC, 56800E core, 32KB Flash, 32MHz, QFP 44","-","LQFP 44","32","4","32","-","6-ch. 15-bit","8-ch. 12-bit","1","-","-","-","8","15","1","12","6","3","10000 @ CNY20.92 each","44","PRODUCT STABLE GROWTH/MATURITY(3)","Watchdog OSC/Timer, POR, PLL, Low Voltage Detect, Internal Clock Generator, COP, Analog Comparator","1","Realtime Interrupts, PWM, Input Capture","4-ch. 16-bit","JTAG, On-Chip Emulation","35","32","1","-40 to 105","-","3 to 3.6","10-YEARS APPLICATION LIFE","-","2.5","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","56F802X","MC56F8025VLDR","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=56F802X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f80xx/digital-signal-controller-for-auto-and-industrial-applications:56F802X?&fpsp=1&tab=Documentation_Tab#MC56F8025VLDR","16-bit DSC, 56800E core, 32KB Flash, 32MHz, QFP 44","-","LQFP 44","32","4","32","-","-","-","1","-","-","-","-","-","1","-","-","3","10000 @ CNY20.92 each","44","PRODUCT STABLE GROWTH/MATURITY(3)","Analog Comparator, COP, Internal Clock Generator, Low Voltage Detect, PLL, POR, Watchdog OSC/Timer","1","Input Capture, PWM, Realtime Interrupts","-","JTAG, On-Chip Emulation","35","32","1","-40 to 105","-","3 to 3.6","10-YEARS APPLICATION LIFE","-","2.5","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","56F802X","MC56F8027VLH","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=56F802X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f80xx/digital-signal-controller-for-auto-and-industrial-applications:56F802X?&fpsp=1&tab=Documentation_Tab#MC56F8027VLH","16-bit DSC, 56800E core, 32KB Flash, 32MHz, QFP 64","-","QFP 64","32","4","32","-","6-ch. 15-bit","16-ch. 12-bit","1","-","-","1","16","15","2","12","6","3","10000 @ CNY21.94 each","64","PRODUCT STABLE GROWTH/MATURITY(3)","Watchdog OSC/Timer, POR, PLL, Low Voltage Detect, Internal Clock Generator, COP, Analog Comparator","2","Realtime Interrupts, PWM, Input Capture","8-ch. 16 bit","JTAG, On-Chip Emulation","53","32","-","-40 to 105","-","3 to 3.6","10-YEARS APPLICATION LIFE","-","2.5","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","56F802X","MC56F8027VLHR","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=56F802X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f80xx/digital-signal-controller-for-auto-and-industrial-applications:56F802X?&fpsp=1&tab=Documentation_Tab#MC56F8027VLHR","16-bit DSC, 56800E core, 32KB Flash, 32MHz, QFP 64","-","QFP 64","32","4","32","-","6-ch. 15-bit","16-ch. 12-bit","1","-","-","1","16","15","2","12","6","3","10000 @ CNY21.94 each","64","PRODUCT STABLE GROWTH/MATURITY(3)","Watchdog OSC/Timer, POR, PLL, Low Voltage Detect, Internal Clock Generator, COP, Analog Comparator","2","Realtime Interrupts, PWM, Input Capture","8-ch. 16 bit","JTAG, On-Chip Emulation","53","32","-","-40 to 105","-","3 to 3.6","10-YEARS APPLICATION LIFE","-","2.5","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","56F803X","MC56F8033VLC","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=56F803X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f80xx/digital-signal-controller-with-can-for-industrial-applications:56F803X?&fpsp=1&tab=Documentation_Tab#MC56F8033VLC","16-bit DSC, 56800E core, 64KB Flash, 32MHz, QFP 32","-","LQFP 32","64","8","32","-","-","6-ch. 12-bit","1","-","-","-","6","-","1","12","-","3","10000 @ CNY24.04 each","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","1","Input Capture, PWM, Realtime Interrupts","2-ch. 16 bit","-","26","32","-","-40 to 105","-","3 to 3.6","10-YEARS APPLICATION LIFE","-","2.5","12","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","56F803X","MC56F8035VLD","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=56F803X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f80xx/digital-signal-controller-with-can-for-industrial-applications:56F803X?&fpsp=1&tab=Documentation_Tab#MC56F8035VLD","16-bit DSC, 56800E core, 64KB Flash, 32MHz, QFP 44","-","LQFP 44","64","8","32","-","-","8-ch. 12-bit","1","-","-","-","8","-","1","12","-","3","10000 @ CNY24.67 each","44","PRODUCT STABLE GROWTH/MATURITY(3)","-","1","Input Capture, PWM, Realtime Interrupts","2-ch. 16 bit","-","35","32","-","-40 to 105","-","3 to 3.6","10-YEARS APPLICATION LIFE","-","2.5","12","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","56F803X","MC56F8035VLDR","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=56F803X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f80xx/digital-signal-controller-with-can-for-industrial-applications:56F803X?&fpsp=1&tab=Documentation_Tab#MC56F8035VLDR","16-bit DSC, 56800E core, 64KB Flash, 32MHz, QFP 44","-","LQFP 44","64","8","32","-","-","8-ch. 12-bit","1","-","-","-","8","-","1","12","-","3","10000 @ CNY25.43 each","44","PRODUCT STABLE GROWTH/MATURITY(3)","-","1","Input Capture, PWM, Realtime Interrupts","2-ch. 16 bit","-","35","32","-","-40 to 105","-","3 to 3.6","10-YEARS APPLICATION LIFE","-","2.5","12","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","56F803X","MC56F8036VLF","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=56F803X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f80xx/digital-signal-controller-with-can-for-industrial-applications:56F803X?&fpsp=1&tab=Documentation_Tab#MC56F8036VLF","16-bit DSC, 56800E core, 64KB Flash, 32MHz, QFP 48","-","LQFP 48","64","8","32","-","-","10-ch. 12-bit","1","-","-","1","10","-","1","12","-","3","10000 @ CNY23.72 each","48","PRODUCT STABLE GROWTH/MATURITY(3)","-","1","Input Capture, PWM, Realtime Interrupts","4-ch. 16-bit","-","39","32","1","-40 to 105","-","3 to 3.6","10-YEARS APPLICATION LIFE","-","2.5","12","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","56F803X","MC56F8037MLH","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=56F803X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f80xx/digital-signal-controller-with-can-for-industrial-applications:56F803X?&fpsp=1&tab=Documentation_Tab#MC56F8037MLH","16-bit DSC, 56800E core, 64KB Flash, 32MHz, QFP 64","-","QFP 64","64","8","32","-","-","16-ch. 12-bit","1","-","-","1","16","-","2","12","-","3","10000 @ CNY26.64 each","64","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","Input Capture, PWM, Realtime Interrupts","8-ch. 16 bit","-","53","32","-","-40 to 125","-","3 to 3.6","10-YEARS APPLICATION LIFE","-","2.5","12","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","56F803X","MC56F8037VLH","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=56F803X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f80xx/digital-signal-controller-with-can-for-industrial-applications:56F803X?&fpsp=1&tab=Documentation_Tab#MC56F8037VLH","16-bit DSC, 56800E core, 64KB Flash, 32MHz, QFP 64","-","QFP 64","64","8","32","-","-","16-ch. 12-bit","1","-","-","1","16","-","2","12","-","3","10000 @ CNY25.31 each","64","PRODUCT STABLE GROWTH/MATURITY(3)","-","2","Input Capture, PWM, Realtime Interrupts","8-ch. 16 bit","-","53","32","2","-40 to 105","-","3 to 3.6","10-YEARS APPLICATION LIFE","-","2.5","12","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","56F803X","MC56F8037VLHR","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=56F803X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f80xx/digital-signal-controller-with-can-for-industrial-applications:56F803X?&fpsp=1&tab=Documentation_Tab#MC56F8037VLHR","16-bit DSC, 56800E core, 64KB Flash, 32MHz, QFP 64","-","QFP 64","64","8","32","-","-","16-ch. 12-bit","1","-","-","1","16","-","2","12","-","3","10000 @ CNY25.31 each","64","PRODUCT STABLE GROWTH/MATURITY(3)","-","2","Input Capture, PWM, Realtime Interrupts","8-ch. 16 bit","-","53","32","2","-40 to 105","-","3 to 3.6","10-YEARS APPLICATION LIFE","-","2.5","12","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","56F803X","SC56F8037F4VLH","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=56F803X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f80xx/digital-signal-controller-with-can-for-industrial-applications:56F803X?&fpsp=1&tab=Documentation_Tab#SC56F8037F4VLH","16-bit DSC, 56800E core, 64KB Flash, 32MHz, QFP 64","-","QFP 64","64","8","32","-","-","16-ch. 12-bit","1","-","-","1","16","-","2","12","-","3","-","64","PRODUCT STABLE GROWTH/MATURITY(3)","-","2","Input Capture, PWM, Realtime Interrupts","8-ch. 16 bit","-","53","32","2","-40 to 105","-","-","10-YEARS APPLICATION LIFE","-","2.5","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","56F801X","MC56F8011VFAE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=56F801X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f80xx/digital-signal-controller-for-motor-control-applications:56F801X?&fpsp=1&tab=Documentation_Tab#MC56F8011VFAE","16-bit DSC, 56800E core, 12KB Flash, 32MHz, QFP 32","-","LQFP 32","12","2","32","-","6-ch. 15-bit","6-ch. 12-bit","1","-","-","-","6","15","1","12","6","4","10000 @ CNY17.80 each","32","PRODUCT MATURITY/SATURATION(4)","COP, Internal Clock Generator, Internal Voltage Regulator, Low Voltage Detect, PLL, POR, Watchdog OSC/Timer","1","PWM, Input Capture","4-ch. 16-bit","JTAG, On-Chip Emulation","26","32","-","-40 to 105","-","3 to 3.6","10-YEARS APPLICATION LIFE","-","2.5","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","56F801X","MC56F8013MFAE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=56F801X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f80xx/digital-signal-controller-for-motor-control-applications:56F801X?&fpsp=1&tab=Documentation_Tab#MC56F8013MFAE","16-bit DSC, 56800E core, 16KB Flash, 32MHz, QFP 32","-","LQFP 32","16","4","32","-","6-ch. 15-bit","6-ch. 12-bit","1","-","-","-","6","15","1","12","6","4","10000 @ CNY20.41 each","32","PRODUCT MATURITY/SATURATION(4)","Watchdog OSC/Timer, POR, PLL, Low Voltage Detect, Internal Voltage Regulator, Internal Clock Generator, COP","1","PWM, Input Capture","4-ch. 16-bit","JTAG, On-Chip Emulation","26","32","1","-40 to 125","-","3 to 3.6","10-YEARS APPLICATION LIFE","-","2.5","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","56F801X","MC56F8013VFAE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=56F801X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f80xx/digital-signal-controller-for-motor-control-applications:56F801X?&fpsp=1&tab=Documentation_Tab#MC56F8013VFAE","16-bit DSC, 56800E core, 16KB Flash, 32MHz, QFP 32","-","LQFP 32","16","4","32","-","6-ch. 15-bit","6-ch. 12-bit","1","-","-","-","6","15","1","12","6","4","10000 @ CNY19.46 each","32","PRODUCT MATURITY/SATURATION(4)","Internal Clock Generator, Low Voltage Detect, Watchdog OSC/Timer, POR, PLL, Internal Voltage Regulator, COP","1","PWM, Input Capture","4-ch. 16-bit","On-Chip Emulation, JTAG","26","32","1","-40 to 125","-","3 to 3.6","10-YEARS APPLICATION LIFE","-","2.5","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","56F801X","MC56F8013VFAER2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=56F801X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f80xx/digital-signal-controller-for-motor-control-applications:56F801X?&fpsp=1&tab=Documentation_Tab#MC56F8013VFAER2","16-bit DSC, 56800E core, 16KB Flash, 32MHz, QFP 32","-","LQFP 32","16","4","32","-","6-ch. 15-bit","6-ch. 12-bit","1","-","-","-","6","15","1","12","6","4","10000 @ CNY20.41 each","32","PRODUCT MATURITY/SATURATION(4)","Watchdog OSC/Timer, POR, PLL, Low Voltage Detect, Internal Voltage Regulator, Internal Clock Generator, COP","1","PWM, Input Capture","4-ch. 16-bit","JTAG, On-Chip Emulation","26","32","1","-40 to 125","-","3 to 3.6","10-YEARS APPLICATION LIFE","-","2.5","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","56F801X","MC56F8014MFAE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=56F801X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f80xx/digital-signal-controller-for-motor-control-applications:56F801X?&fpsp=1&tab=Documentation_Tab#MC56F8014MFAE","16-bit DSC, 56800E core, 16KB Flash, 32MHz, QFP 32","-","LQFP 32","16","4","32","-","5-ch. 15-bit","8-ch. 12-bit","1","-","-","-","8","15","1","12","5","4","10000 @ CNY20.67 each","32","PRODUCT MATURITY/SATURATION(4)","Watchdog OSC/Timer, POR, PLL, Low Voltage Detect, Internal Voltage Regulator, Internal Clock Generator, COP","1","PWM, Input Capture","4-ch. 16-bit","JTAG, On-Chip Emulation","26","32","1","-40 to 125","-","3 to 3.6","10-YEARS APPLICATION LIFE","-","2.5","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","56F801X","MC56F8014VFAE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=56F801X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f80xx/digital-signal-controller-for-motor-control-applications:56F801X?&fpsp=1&tab=Documentation_Tab#MC56F8014VFAE","16-bit DSC, 56800E core, 16KB Flash, 32MHz, QFP 32","-","LQFP 32","16","4","32","-","5-ch. 15-bit","8-ch. 12-bit","1","-","-","-","8","15","1","12","5","4","10000 @ CNY19.46 each","32","PRODUCT MATURITY/SATURATION(4)","Internal Clock Generator, Low Voltage Detect, Watchdog OSC/Timer, POR, PLL, Internal Voltage Regulator, COP","1","PWM, Input Capture","4-ch. 16-bit","On-Chip Emulation, JTAG","26","32","1","-40 to 125","-","3 to 3.6","10-YEARS APPLICATION LIFE","-","2.5","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","56F801X","S56F8013W3MFAE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=56F801X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f80xx/digital-signal-controller-for-motor-control-applications:56F801X?&fpsp=1&tab=Documentation_Tab#S56F8013W3MFAE","16-bit DSC, 56800E core, 16KB Flash, 32MHz, QFP 32","-","LQFP 32","16","4","32","-","6-ch. 15-bit","6-ch. 12-bit","1","-","-","-","6","15","1","12","6","4","-","32","PRODUCT MATURITY/SATURATION(4)","-","1","-","4-ch. 16-bit","JTAG, On-Chip Emulation","26","32","1","-40 to 125","-","3 to 3.6","AUTO; >=10 YEARS APPLICATION LIFE","-","2.5","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
