"brand","Series","Series-2","PartNo","DetailLink","dataSheet","Descrption","Compliance","Status","Description","Type","Channels","VCC Min (V)","VCC Max (V)","tpd Max (ns)","IO Max (mA)","Package Type"
"on","标准逻辑---逻辑门","NL17SG32","NL17SG32P5T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NL17SG32P5T5G","http://www.onsemi.com/pub/Collateral/NL17SG32-D.PDF","Single 2-Input OR Gate","AEC Qualified
Pb-free
Halide free","ActiveNEW","Single 2-Input OR Gate","OR
OR/NOR","1","0.9","4.6","3.7","8","SC-88A-5 / SC-70-5 / SOT-323-5
SOT-953
UDFN-6"
"on","标准逻辑---逻辑门","NL17SG86","NL17SG86AMUTCG","http://www.onsemi.cn/PowerSolutions/product.do?id=NL17SG86AMUTCG","http://www.onsemi.com/pub/Collateral/NL17SG86-D.PDF","Single 2-Input XOR Gate","AEC Qualified
Pb-free
Halide free","Active","Single 2-Input XOR Gate","XOR
XOR/XNOR","1","0.9","4.6","6.6","3","SC-88A-5 / SC-70-5 / SOT-323-5
SOT-953
UDFN-6"
"on","标准逻辑---逻辑门","NL17SG86","NL17SG86DFT2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NL17SG86DFT2G","http://www.onsemi.com/pub/Collateral/NL17SG86-D.PDF","Single 2-Input XOR Gate","AEC Qualified
Pb-free
Halide free","Active","Single 2-Input XOR Gate","XOR
XOR/XNOR","1","0.9","4.6","6.6","3","SC-88A-5 / SC-70-5 / SOT-323-5
SOT-953
UDFN-6"
"on","标准逻辑---逻辑门","NL17SG86","NL17SG86P5T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NL17SG86P5T5G","http://www.onsemi.com/pub/Collateral/NL17SG86-D.PDF","Single 2-Input XOR Gate","AEC Qualified
Pb-free
Halide free","Active","Single 2-Input XOR Gate","XOR
XOR/XNOR","1","0.9","4.6","6.6","3","SC-88A-5 / SC-70-5 / SOT-323-5
SOT-953
UDFN-6"
"on","标准逻辑---逻辑门","NL17SH00","NL17SH00P5T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NL17SH00P5T5G","http://www.onsemi.com/pub/Collateral/NL17SH00-D.PDF","Single 2-Input NAND Gate","Pb-free
Halide free","Active","Single 2-Input NAND Gate","NAND","1","2","5.5","3","8","SOT-953"
"on","标准逻辑---逻辑门","NL17SH04","NL17SH04P5T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NL17SH04P5T5G","http://www.onsemi.com/pub/Collateral/NL17SH04-D.PDF","Single Inverter","Pb-free
Halide free","Active","Single Inverter","Inverter","1","2","5.5","3.5","8","SOT-953"
"on","标准逻辑---逻辑门","NL17SH125","NL17SH125P5T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NL17SH125P5T5G","http://www.onsemi.com/pub/Collateral/NL17SH125-D.PDF","Non-Inverting 3-State Buffer","Pb-free
Halide free","Active","Non-Inverting 3-State Buffer","Buffer","1","1.65","5.5","3.8","8","SOT-953"
"on","标准逻辑---逻辑门","NL17SH14","NL17SH14P5T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NL17SH14P5T5G","http://www.onsemi.com/pub/Collateral/NL17SH14-D.PDF","Single Schmitt-Trigger Inverter","Pb-free
Halide free","Active","Single Schmitt-Trigger Inverter","Inverter","1","1.65","5.5","4","8","SOT-953"
"on","标准逻辑---逻辑门","NL17SH32","NL17SH32P5T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NL17SH32P5T5G","http://www.onsemi.com/pub/Collateral/NL17SH32-D.PDF","NL17SH32 Single 2-Input OR Gate","Pb-free
Halide free","Active","NL17SH32 Single 2-Input OR Gate","OR","1","2","5.5","3.7","8","SOT-953"
"on","标准逻辑---逻辑门","NL17SHT00","NL17SHT00P5T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NL17SHT00P5T5G","http://www.onsemi.com/pub/Collateral/NL17SHT00-D.PDF","SINGLE 2-INPUT NAND GATE","Pb-free
Halide free","Active","SINGLE 2-INPUT NAND GATE","NAND","1","3","5.5","6.9","10","SOT-953"
"on","标准逻辑---逻辑门","NL17SHT08","NL17SHT08P5T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NL17SHT08P5T5G","http://www.onsemi.com/pub/Collateral/NL17SHT08-D.PDF","Single 2-Input AND Gate","Pb-free
Halide free","Active","Single 2-Input AND Gate","AND","1","3","5.5","5.9","4","SOT-953"
"on","标准逻辑---逻辑门","NL17SHT32","NL17SHT32P5T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NL17SHT32P5T5G","http://www.onsemi.com/pub/Collateral/NL17SHT32-D.PDF","Single 2-Input OR Gate","Pb-free
Halide free","Active","Single 2-Input OR Gate","OR","1","3","5.5","7.5","4","SOT-953"
"on","标准逻辑---逻辑门","NL17SV02","NL17SV02XV5T2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NL17SV02XV5T2G","http://www.onsemi.com/pub/Collateral/NL17SV02-D.PDF","Single 2-Input NOR Gate, Ultra-Low Voltage","Pb-free
Halide free","Active"," Single 2-Input NOR Gate, Ultra-Low Voltage","NOR","1","0.9","3.6","3.3","50","SOT-553"
"on","标准逻辑---逻辑门","NL17SV08XV5T2","NL17SV08XV5T2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NL17SV08XV5T2G","http://www.onsemi.com/pub/Collateral/NL17SV08-D.PDF","2-Input AND Gate, Ultra-Low Voltage","Pb-free
Halide free","Active"," 2-Input AND Gate, Ultra-Low Voltage","AND","1","0.9","3.6","1","24","SOT-553"
"on","标准逻辑---逻辑门","NL17SZ00","NL17SZ00DFT2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NL17SZ00DFT2G","http://www.onsemi.com/pub/Collateral/NL17SZ00-D.PDF","Single 2-Input NAND Gate","Pb-free
Halide free","Active","Single 2-Input NAND Gate","NAND","1","1.65","5.5","4.3","24","SC-88A-5 / SC-70-5 / SOT-323-5
SOT-553
SOT-953"
"on","标准逻辑---逻辑门","NL17SZ00","NL17SZ00P5T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NL17SZ00P5T5G","http://www.onsemi.com/pub/Collateral/NL17SZ00-D.PDF","Single 2-Input NAND Gate","Pb-free
Halide free","Active","Single 2-Input NAND Gate","NAND","1","1.65","5.5","4.3","24","SC-88A-5 / SC-70-5 / SOT-323-5
SOT-553
SOT-953"
"on","标准逻辑---逻辑门","NL17SZ00","NL17SZ00XV5T2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NL17SZ00XV5T2G","http://www.onsemi.com/pub/Collateral/NL17SZ00-D.PDF","Single 2-Input NAND Gate","Pb-free
Halide free","Active","Single 2-Input NAND Gate","NAND","1","1.65","5.5","4.3","24","SC-88A-5 / SC-70-5 / SOT-323-5
SOT-553
SOT-953"
"on","标准逻辑---逻辑门","NL17SZ04","NL17SZ04DFT2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NL17SZ04DFT2G","http://www.onsemi.com/pub/Collateral/NL17SZ04-D.PDF","Single Inverter","Pb-free
Halide free
PPAP Capable","Active","Single Inverter","Inverter","1","1.65","5.5","4.3","24","SC-88A-5 / SC-70-5 / SOT-323-5
SOT-553
SOT-953"
"on","标准逻辑---逻辑门","NL17SZ04","NL17SZ04P5T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NL17SZ04P5T5G","http://www.onsemi.com/pub/Collateral/NL17SZ04-D.PDF","Single Inverter","Pb-free
Halide free
PPAP Capable","Active","Single Inverter","Inverter","1","1.65","5.5","4.3","24","SC-88A-5 / SC-70-5 / SOT-323-5
SOT-553
SOT-953"
"on","标准逻辑---逻辑门","NL17SZ04","NL17SZ04XV5T2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NL17SZ04XV5T2G","http://www.onsemi.com/pub/Collateral/NL17SZ04-D.PDF","Single Inverter","Pb-free
Halide free
PPAP Capable","Active","Single Inverter","Inverter","1","1.65","5.5","4.3","24","SC-88A-5 / SC-70-5 / SOT-323-5
SOT-553
SOT-953"
"on","标准逻辑---逻辑门","NL17SZ04","NLV17SZ04DFT2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NLV17SZ04DFT2G","http://www.onsemi.com/pub/Collateral/NL17SZ04-D.PDF","Single Inverter, Automotive Device","Pb-free
Halide free
PPAP Capable","Active","Single Inverter","Inverter","1","1.65","5.5","4.3","24","SC-88A-5 / SC-70-5 / SOT-323-5
SOT-553
SOT-953"
"on","标准逻辑---逻辑门","NL17SZ08","NL17SZ08DFT2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NL17SZ08DFT2G","http://www.onsemi.com/pub/Collateral/NL17SZ08-D.PDF","Single 2-Input AND Gate","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Single 2-Input AND Gate","AND","1","1.65","5.5","4.5","24","SC-88A-5 / SC-70-5 / SOT-323-5
SOT-553
SOT-953"
"on","标准逻辑---逻辑门","NL17SZ08","NL17SZ08P5T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NL17SZ08P5T5G","http://www.onsemi.com/pub/Collateral/NL17SZ08-D.PDF","Single 2-Input AND Gate","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Single 2-Input AND Gate","AND","1","1.65","5.5","4.5","24","SC-88A-5 / SC-70-5 / SOT-323-5
SOT-553
SOT-953"
"on","标准逻辑---逻辑门","NL17SZ08","NL17SZ08XV5T2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NL17SZ08XV5T2G","http://www.onsemi.com/pub/Collateral/NL17SZ08-D.PDF","Single 2-Input AND Gate","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Single 2-Input AND Gate","AND","1","1.65","5.5","4.5","24","SC-88A-5 / SC-70-5 / SOT-323-5
SOT-553
SOT-953"
"on","标准逻辑---逻辑门","NL17SZ08","NLV17SZ08DFT2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NLV17SZ08DFT2G","http://www.onsemi.com/pub/Collateral/NL17SZ08-D.PDF","Single 2-Input AND Gate, Automotive Version","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Single 2-Input AND Gate","AND","1","1.65","5.5","4.5","24","SC-88A-5 / SC-70-5 / SOT-323-5
SOT-553
SOT-953"
"on","标准逻辑---逻辑门","NL17SZ17","NL17SZ17DFT2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NL17SZ17DFT2G","http://www.onsemi.com/pub/Collateral/NL17SZ17-D.PDF","Single Non-Inverting Buffer with Schmitt Trigger Output","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Single Non-Inverting Buffer with Schmitt Trigger Output","Buffer","1","1.65","5.5","4.9","24","SC-88A-5 / SC-70-5 / SOT-323-5
SOT-553
SOT-953"
"on","标准逻辑---逻辑门","NL17SZ17","NL17SZ17P5T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NL17SZ17P5T5G","http://www.onsemi.com/pub/Collateral/NL17SZ17-D.PDF","Single Non-Inverting Buffer with Schmitt Trigger Output","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Single Non-Inverting Buffer with Schmitt Trigger Output","Buffer","1","1.65","5.5","4.9","24","SC-88A-5 / SC-70-5 / SOT-323-5
SOT-553
SOT-953"
"on","标准逻辑---逻辑门","NL17SZ17","NL17SZ17XV5T2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NL17SZ17XV5T2G","http://www.onsemi.com/pub/Collateral/NL17SZ17-D.PDF","Single Non-Inverting Buffer with Schmitt Trigger Output","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Single Non-Inverting Buffer with Schmitt Trigger Output","Buffer","1","1.65","5.5","4.9","24","SC-88A-5 / SC-70-5 / SOT-323-5
SOT-553
SOT-953"
"on","标准逻辑---逻辑门","NL17SZ17","NLV17SZ17DFT2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NLV17SZ17DFT2G","http://www.onsemi.com/pub/Collateral/NL17SZ17-D.PDF","Single Non-Inverting Buffer with Schmitt Trigger Output, Automotive Device","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Single Non-Inverting Buffer with Schmitt Trigger Output","Buffer","1","1.65","5.5","4.9","24","SC-88A-5 / SC-70-5 / SOT-323-5
SOT-553
SOT-953"
"on","标准逻辑---逻辑门","NL17SZ86","NL17SZ86DFT2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NL17SZ86DFT2G","http://www.onsemi.com/pub/Collateral/NL17SZ86-D.PDF","Single 2-Input Exclusive OR Gate","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Single 2-Input Exclusive OR Gate","XOR","1","1.65","5.5","4.2","24","SC-88A-5 / SC-70-5 / SOT-323-5
SOT-953"
"on","标准逻辑---逻辑门","NL17SZ86","NL17SZ86P5T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NL17SZ86P5T5G","http://www.onsemi.com/pub/Collateral/NL17SZ86-D.PDF","Single 2-Input Exclusive OR Gate","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Single 2-Input Exclusive OR Gate","XOR","1","1.65","5.5","4.2","24","SC-88A-5 / SC-70-5 / SOT-323-5
SOT-953"
"on","标准逻辑---逻辑门","NL17SZ86","NLV17SZ86DFT2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NLV17SZ86DFT2G","http://www.onsemi.com/pub/Collateral/NL17SZ86-D.PDF","Single 2-Input Exclusive OR Gate, Automotive Device","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Single 2-Input Exclusive OR Gate","XOR","1","1.65","5.5","4.2","24","SC-88A-5 / SC-70-5 / SOT-323-5
SOT-953"
"on","标准逻辑---逻辑门","NL27WZ00","NL27WZ00USG","http://www.onsemi.cn/PowerSolutions/product.do?id=NL27WZ00USG","http://www.onsemi.com/pub/Collateral/NL27WZ00-D.PDF","Dual 2-Input NAND Gate","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Dual 2-Input NAND Gate","NAND","2","1.65","5.5","3.6","32","US8"
"on","标准逻辑---逻辑门","NL27WZ00","NLV27WZ00USG","http://www.onsemi.cn/PowerSolutions/product.do?id=NLV27WZ00USG","http://www.onsemi.com/pub/Collateral/NL27WZ00-D.PDF","Dual 2-Input NAND Gate","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Dual 2-Input NAND Gate","NAND","2","1.65","5.5","3.6","32","US8"
"on","标准逻辑---逻辑门","NL27WZ04","NL27WZ04DFT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NL27WZ04DFT1G","http://www.onsemi.com/pub/Collateral/NL27WZ04-D.PDF","Dual Inverter","Pb-free
Halide free
PPAP Capable","Active","Dual Inverter","Inverter","2","1.65","5.5","3.6","32","SC-88-6 / SC-70-6 / SOT-363-6
TSOP-6"
"on","标准逻辑---逻辑门","NL27WZ04","NL27WZ04DFT2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NL27WZ04DFT2G","http://www.onsemi.com/pub/Collateral/NL27WZ04-D.PDF","Dual Inverter","Pb-free
Halide free
PPAP Capable","Active","Dual Inverter","Inverter","2","1.65","5.5","3.6","32","SC-88-6 / SC-70-6 / SOT-363-6
TSOP-6"
"on","标准逻辑---逻辑门","NL27WZ04","NL27WZ04DTT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NL27WZ04DTT1G","http://www.onsemi.com/pub/Collateral/NL27WZ04-D.PDF","Dual Inverter","Pb-free
Halide free
PPAP Capable","Active","Dual Inverter","Inverter","2","1.65","5.5","3.6","32","SC-88-6 / SC-70-6 / SOT-363-6
TSOP-6"
"on","标准逻辑---逻辑门","NL27WZ04","NLV27WZ04DFT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NLV27WZ04DFT1G","http://www.onsemi.com/pub/Collateral/NL27WZ04-D.PDF","Dual Inverter, Automotive Device","Pb-free
Halide free
PPAP Capable","Active","Dual Inverter","Inverter","2","1.65","5.5","3.6","32","SC-88-6 / SC-70-6 / SOT-363-6
TSOP-6"
"on","标准逻辑---逻辑门","NL27WZ04","NLV27WZ04DFT2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NLV27WZ04DFT2G","http://www.onsemi.com/pub/Collateral/NL27WZ04-D.PDF","Dual Inverter, Automotive Device","Pb-free
Halide free
PPAP Capable","Active","Dual Inverter","Inverter","2","1.65","5.5","3.6","32","SC-88-6 / SC-70-6 / SOT-363-6
TSOP-6"
"on","标准逻辑---逻辑门","NL27WZ14","NL27WZ14DFT2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NL27WZ14DFT2G","http://www.onsemi.com/pub/Collateral/NL27WZ14-D.PDF","Dual Inverter with Schmitt Trigger Input","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Dual Inverter with Schmitt Trigger Input","Inverter","2","1.65","5.5","4.9","32","SC-88-6 / SC-70-6 / SOT-363-6
TSOP-6"
"on","标准逻辑---逻辑门","NL27WZ14","NL27WZ14DTT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NL27WZ14DTT1G","http://www.onsemi.com/pub/Collateral/NL27WZ14-D.PDF","Dual Inverter with Schmitt Trigger Input","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Dual Inverter with Schmitt Trigger Input","Inverter","2","1.65","5.5","4.9","32","SC-88-6 / SC-70-6 / SOT-363-6
TSOP-6"
"on","标准逻辑---逻辑门","NL27WZ14","NLV27WZ14DFT2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NLV27WZ14DFT2G","http://www.onsemi.com/pub/Collateral/NL27WZ14-D.PDF","Dual Inverter with Schmitt Trigger Input, Automotive Device","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Dual Inverter with Schmitt Trigger Input","Inverter","2","1.65","5.5","4.9","32","SC-88-6 / SC-70-6 / SOT-363-6
TSOP-6"
"on","标准逻辑---逻辑门","NL27WZ86","NL27WZ86USG","http://www.onsemi.cn/PowerSolutions/product.do?id=NL27WZ86USG","http://www.onsemi.com/pub/Collateral/NL27WZ86-D.PDF","Dual 2-Input Exclusive OR Gate","Pb-free
Halide free
AEC Qualified
PPAP Capable","ActiveNEW","Dual 2-Input Exclusive OR Gate","XOR","2","1.65","5.5","4.2","32","US8"
"on","标准逻辑---逻辑门","NL27WZ86","NLV27WZ86USG","http://www.onsemi.cn/PowerSolutions/product.do?id=NLV27WZ86USG","http://www.onsemi.com/pub/Collateral/NL27WZ86-D.PDF","Dual 2-Input Exclusive OR Gate","Pb-free
Halide free
AEC Qualified
PPAP Capable","ActiveNEW","Dual 2-Input Exclusive OR Gate","XOR","2","1.65","5.5","4.2","32","US8"
"on","标准逻辑---逻辑门","NL37WZ04","NL37WZ04USG","http://www.onsemi.cn/PowerSolutions/product.do?id=NL37WZ04USG","http://www.onsemi.com/pub/Collateral/NL37WZ04-D.PDF","Triple Inverter","Pb-free
Halide free","Active","Triple Inverter","Inverter","3","1.65","5.5","3.6","32","US8"
"on","标准逻辑---逻辑门","NL7SZ57","NL7SZ57DFT2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NL7SZ57DFT2G","http://www.onsemi.com/pub/Collateral/NL7SZ57-D.PDF","Configurable Multifunction Gate (9 Selectable Functions)","Pb-free
Halide free","Active","Configurable Multifunction Gate (9 Selectable Functions)","SmartGate","1","1.65","5.5","2.5","32","SC-88-6 / SC-70-6 / SOT-363-6"
"on","标准逻辑---逻辑门","NL7SZ97","NL7SZ97DFT2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NL7SZ97DFT2G","http://www.onsemi.com/pub/Collateral/NL7SZ97-D.PDF","Flexible Choice Logic (9 Configurable Functions)","Pb-free
Halide free","Active","Flexible Choice Logic (9 Configurable Functions)","SmartGate","3","1.65","5.5","2.5","32","SC-88-6 / SC-70-6 / SOT-363-6"
"on","标准逻辑---逻辑门","NLSF308","NLSF308MNR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NLSF308MNR2G","http://www.onsemi.com/pub/Collateral/NLSF308-D.PDF","Quad 2-Input AND Gate","Pb-free
Halide free","Active","Quad 2-Input AND Gate","AND","4","2","5.5","7.9","8","QFN-16"
"on","标准逻辑---逻辑门","NLU1G04","NLU1G04MUTCG","http://www.onsemi.cn/PowerSolutions/product.do?id=NLU1G04MUTCG","http://www.onsemi.com/pub/Collateral/NLU1G04-D.PDF","Single Inverter","Pb-free
Halide free","Active","Single Inverter","Inverter","1","1.65","5.5","5.5","8","UDFN-6"
"on","标准逻辑---逻辑门","NLU1G14","NLU1G14MUTCG","http://www.onsemi.cn/PowerSolutions/product.do?id=NLU1G14MUTCG","http://www.onsemi.com/pub/Collateral/NLU1G14-D.PDF","Single Inverter with Schmitt Trigger Input","Pb-free
Halide free","Active","Single Inverter with Schmitt Trigger Input","Inverter","1","1.65","5.5","8.6","8","UDFN-6"
"on","标准逻辑---逻辑门","NLU1G86","NLU1G86AMUTCG","http://www.onsemi.cn/PowerSolutions/product.do?id=NLU1G86AMUTCG","http://www.onsemi.com/pub/Collateral/NLU1G86-D.PDF","Single 2-Input Exclusive OR Gate","Pb-free
Halide free","Active","Single 2-Input Exclusive OR Gate","XOR
XOR/XNOR","1","1.65","5.5","6.8","8","UDFN-6"
"on","标准逻辑---逻辑门","NLU1G86","NLU1G86MUTCG","http://www.onsemi.cn/PowerSolutions/product.do?id=NLU1G86MUTCG","http://www.onsemi.com/pub/Collateral/NLU1G86-D.PDF","Single 2-Input Exclusive OR Gate","Pb-free
Halide free","Active","Single 2-Input Exclusive OR Gate","XOR
XOR/XNOR","1","1.65","5.5","6.8","8","UDFN-6"
"on","标准逻辑---逻辑门","NLU1GT14","NLU1GT14AMUTCG","http://www.onsemi.cn/PowerSolutions/product.do?id=NLU1GT14AMUTCG","http://www.onsemi.com/pub/Collateral/NLU1GT14-D.PDF","Single Inverter with LSTTL-Compatible Input and Schmitt Trigger Input","Pb-free
Halide free","Active","Single Inverter with LSTTL-Compatible Input and Schmitt Trigger Input","Inverter","1","1.65","5.5","8.6","8","UDFN-6"
"on","标准逻辑---逻辑门","NLU1GT14","NLU1GT14MUTCG","http://www.onsemi.cn/PowerSolutions/product.do?id=NLU1GT14MUTCG","http://www.onsemi.com/pub/Collateral/NLU1GT14-D.PDF","Single Inverter with LSTTL-Compatible Input and Schmitt Trigger Input","Pb-free
Halide free","Active","Single Inverter with LSTTL-Compatible Input and Schmitt Trigger Input","Inverter","1","1.65","5.5","8.6","8","UDFN-6"
"on","标准逻辑---逻辑门","NLU1GT86","NLU1GT86MUTCG","http://www.onsemi.cn/PowerSolutions/product.do?id=NLU1GT86MUTCG","http://www.onsemi.com/pub/Collateral/NLU1GT86-D.PDF","Single 2-Input Exclusive OR Gate, TTL-Level","Pb-free
Halide free","Active","Single 2-Input Exclusive OR Gate, TTL-Level","XOR","1","1.65","5.5","6.8","8","UDFN-6"
"on","标准逻辑---逻辑门","NLU2G04","NLU2G04AMUTCG","http://www.onsemi.cn/PowerSolutions/product.do?id=NLU2G04AMUTCG","http://www.onsemi.com/pub/Collateral/NLU2G04-D.PDF","Dual Inverter","Pb-free
Halide free","Active","Dual Inverter","Inverter","2","1.65","5.5","5.5","8","UDFN-6"
"on","标准逻辑---逻辑门","NLU2G04","NLU2G04CMUTCG","http://www.onsemi.cn/PowerSolutions/product.do?id=NLU2G04CMUTCG","http://www.onsemi.com/pub/Collateral/NLU2G04-D.PDF","Dual Inverter","Pb-free
Halide free","Active","Dual Inverter","Inverter","2","1.65","5.5","5.5","8","UDFN-6"
"on","标准逻辑---逻辑门","NLU2G04","NLU2G04MUTCG","http://www.onsemi.cn/PowerSolutions/product.do?id=NLU2G04MUTCG","http://www.onsemi.com/pub/Collateral/NLU2G04-D.PDF","Dual Inverter","Pb-free
Halide free","Active","Dual Inverter","Inverter","2","1.65","5.5","5.5","8","UDFN-6"
"on","标准逻辑---逻辑门","NLU2G14","NLU2G14MUTCG","http://www.onsemi.cn/PowerSolutions/product.do?id=NLU2G14MUTCG","http://www.onsemi.com/pub/Collateral/NLU2G14-D.PDF","Dual Inverter with Schmitt Trigger Input","Pb-free
Halide free","Active","Dual Inverter with Schmitt Trigger Input","Inverter","2","1.65","5.5","8.6","8","UDFN-6"
"on","标准逻辑---逻辑门","NLU3G14","NLU3G14MUTAG","http://www.onsemi.cn/PowerSolutions/product.do?id=NLU3G14MUTAG","http://www.onsemi.com/pub/Collateral/NLU3G14-D.PDF","Triple Inverter with Schmitt Trigger Input","Pb-free
Halide free","Active","Triple Inverter with Schmitt Trigger Input","Inverter","3","1.65","5.5","8.6","8","UDFN-8"
"on","标准逻辑---逻辑门","NLX1G332","NLX1G332AMUTCG","http://www.onsemi.cn/PowerSolutions/product.do?id=NLX1G332AMUTCG","http://www.onsemi.com/pub/Collateral/NLX1G332-D.PDF","3-Input OR Gate","Pb-free
Halide free","Active","3-Input OR Gate","OR","1","1.65","5.5","8","24","UDFN-6"
"on","标准逻辑---逻辑门","NLX1G97","NLX1G97MUTCG","http://www.onsemi.cn/PowerSolutions/product.do?id=NLX1G97MUTCG","http://www.onsemi.com/pub/Collateral/NLX1G97-D.PDF","Flexible Choice Logic (9 Configurable Functions), Flexible Choice Logic","Pb-free
Halide free","Active","Flexible Choice Logic (9 Configurable Functions)","SmartGate","1","1.65","5.5","6.3","24","UDFN-6"
"on","标准逻辑---逻辑门","NLX2G04","NLX2G04AMUTCG","http://www.onsemi.cn/PowerSolutions/product.do?id=NLX2G04AMUTCG","http://www.onsemi.com/pub/Collateral/NLX2G04-D.PDF","Dual Inverter","Pb-free
Halide free","Active","Dual Inverter","Inverter","2","1.65","5.5","1.8","24","UDFN-6
ULLGA-6"
"on","标准逻辑---逻辑门","NLX2G04","NLX2G04BMX1TCG","http://www.onsemi.cn/PowerSolutions/product.do?id=NLX2G04BMX1TCG","http://www.onsemi.com/pub/Collateral/NLX2G04-D.PDF","Dual Inverter","Pb-free
Halide free","Active","Dual Inverter","Inverter","2","1.65","5.5","1.8","24","UDFN-6
ULLGA-6"
"on","标准逻辑---逻辑门","NLX2G14","NLX2G14AMUTCG","http://www.onsemi.cn/PowerSolutions/product.do?id=NLX2G14AMUTCG","http://www.onsemi.com/pub/Collateral/NLX2G14-D.PDF","Dual Inverter with Schmitt Trigger Input, Dual Inverter with Schmitt Trigger Input","Pb-free
Halide free","Active","Dual Inverter with Schmitt Trigger Input","Inverter","2","1.65","5.5","4.9","32","UDFN-6"
"on","标准逻辑---逻辑门","NLX2G86","NLX2G86MUTCG","http://www.onsemi.cn/PowerSolutions/product.do?id=NLX2G86MUTCG","http://www.onsemi.com/pub/Collateral/NLX2G86-D.PDF","Dual 2-Input Exclusive OR Gate","Pb-free
Halide free","Active","Dual 2-Input Exclusive OR Gate","XOR","2","1.65","5.5","4.8","24","UQFN-8"
