brand,Series,PartNo,DetailLink,dataSheet,原厂链接,"PartNumber","Status","Note For Status","Regulated Outputs (#)","Description","VIN (Min) (V)","VIN (Max) (V)","VOUT (Min) (V)","VOUT (Max) (V)","Isw Limit(Typ)(A)","MaxDutyCycle","IOUT(max)(A)","Iq (Typ)(mA)","VFB(Typ)(V)","SwitchingFreq(Max)(kHz)","Common Features","Special Features","Control Mode","Package","Grade"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP2324","http://www.monolithicpower.com/Products/Product-Detail?ProductID=696","http://new.zlgmcu.com/mps_datasheet/MP2324.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=2873","MP2324","New","","1.0","2A, 24V, 500kHz, Synchronous Step-Down Converters With PG, Light Load Mode and Low Iq","4.5","24.0","0.8","22.8","4.0","0.95","2.0","0.18","0.791","500.0","Power Good,Light Load Efficiency,Sync Rectification","External Frequency Sync","Current Mode","TSOT23-8","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MPQ2362-AEC1","http://www.monolithicpower.com/Products/Product-Detail?ProductID=737","http://new.zlgmcu.com/mps_datasheet/MPQ2362-AEC1.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=2941","MPQ2362-AEC1","Active","","2.0","Dual 2A, 23V, 380kHz Step-Down Converter with Frequency Synchronization with AEC-Q100 qualified","4.75","23.0","1.22","16.0","3.4","0.9","2.0","2.0","1.222","380.0","","External Frequency Sync","Current Mode","TSSOP20F","Automotive"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MPQ2362","http://www.monolithicpower.com/Products/Product-Detail?ProductID=736","http://new.zlgmcu.com/mps_datasheet/MPQ2362.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=2938","MPQ2362","Active","","2.0","Industrial Grade, Dual 2A, 23V, 380kHz Step-Down Converter with Frequency Synchronization","4.75","23.0","1.22","16.0","3.4","0.9","2.0","2.0","1.222","380.0","","External Frequency Sync","Current Mode","TSSOP20F","Industrial"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP2312","http://www.monolithicpower.com/Products/Product-Detail?ProductID=702","http://new.zlgmcu.com/mps_datasheet/MP2312.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=2885","MP2312","New","","1.0","2.1A, 24V, 500kHz, Synchronous Step-Down Converters With PG, Light Load Mode and Output Discharge","5.0","24.0","0.604","5.5","2.1","","2.1","0.22","0.604","500.0","Power Good,Light Load Efficiency,Sync Rectification","Output Discharge/Soft Stop","COT","QFN3x3-16","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP2240","http://www.monolithicpower.com/Products/Product-Detail?ProductID=232","http://new.zlgmcu.com/mps_datasheet/MP2240.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=570","MP2240","Active","","1.0","High-Efficiency, 3A, 16V, 800kHz, Synchronous, Step-Down Converter with External Soft Start and Light Load Mode","6.0","16.0","0.8","14.0","5.0","0.95","3.0","0.75","0.807","800.0","External Soft Start,Light Load Efficiency,Sync Rectification","","Current Mode","TSOT23-8","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MPQ8612-20","http://www.monolithicpower.com/Products/Product-Detail?ProductID=319","http://new.zlgmcu.com/mps_datasheet/MPQ8612-20.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=1732","MPQ8612-20","Active","","1.0","20A, 6V, DCM, Non-latch OVP and OCP, COT Synchronous Step-down Converter","3.0","6.0","0.608","4.5","35.0","","20.0","1.0","0.61","1000.0","Power Good,External Soft Start,Light Load Efficiency,Sync Rectification","Output Discharge/Soft Stop,Programmable Frequency","COT","QFN4x4-17","Industrial"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MPQ8612-16","http://www.monolithicpower.com/Products/Product-Detail?ProductID=318","http://new.zlgmcu.com/mps_datasheet/MPQ8612-16.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=1731","MPQ8612-16","Active","","1.0","16A, 6V, DCM, Non-latch OVP and OCP, COT Synchronous Step-down Converter","3.0","6.0","0.608","4.5","28.0","","16.0","1.0","0.61","1000.0","Power Good,External Soft Start,Light Load Efficiency,Sync Rectification","Output Discharge/Soft Stop,Programmable Frequency","COT","QFN4x4-17","Industrial"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP2160","http://www.monolithicpower.com/Products/Product-Detail?ProductID=218","http://new.zlgmcu.com/mps_datasheet/MP2160.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=532","MP2160","Active","","1.0","1.2A Peak,6V,3.5MHz,COT, Synchronous Step-down Converter with PG in 2x1.5mm QFN","2.7","6.0","0.6","","2.1","1.0","1.2","0.017","0.6","3500.0","Power Good,Light Load Efficiency,","100% Duty Cycle","COT","QFN2.0x1.5-8","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP9151","http://www.monolithicpower.com/Products/Product-Detail?ProductID=306","http://new.zlgmcu.com/mps_datasheet/MP9151.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=754","MP9151","Active","","1.0","20V, 4A Synchronous, Step-Down Converter with PG and SS","4.5","20.0","0.8","19.0","7.0","0.95","4.0","0.7","0.795","1600.0","Power Good,External Soft Start,Light Load Efficiency,Sync Rectification","Programmable Frequency","Current Mode","QFN2x3-14","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP4568","http://www.monolithicpower.com/Products/Product-Detail?ProductID=284","http://new.zlgmcu.com/mps_datasheet/MP4568.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=701","MP4568","Active","","1.0","60V, 100mA, 20μA, Low Iq Synchronous Step-down Converter","4.5","45.0","","","0.26","","0.1","0.02","1.0","1000.0","External Soft Start,Sync Rectification","Programmable I-limit,Programmable Frequency","Current Mode","QFN3x3-10","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","NB671L","http://www.monolithicpower.com/Products/Product-Detail?ProductID=672","http://new.zlgmcu.com/mps_datasheet/NB671L.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=2494","NB671L","Active","24V, High Current Synchronous Step-down Converter
","1.0","Wide Vin 5.5-24V, 6A, COT Synchronous Step-down Converter with Low Quiescent Current
","5.5","24.0","0.604","5.5","9.0","0.955","6.0","0.12","0.604","500.0","Power Good,Light Load Efficiency,Sync Rectification","Output Discharge/Soft Stop","COT","QFN3x3-16","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP2149","http://www.monolithicpower.com/Products/Product-Detail?ProductID=215","http://new.zlgmcu.com/mps_datasheet/MP2149.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=525","MP2149","New","","2.0","6V, 1A Dual Channel, 1MHz, Low Iq, PWM Sync Buck with High Efficiency and TSOT23-8 package","2.7","6.0","0.608","5.5","2.5","1.0","1.0","0.045","0.608","1000.0","Light Load Efficiency,Sync Rectification","100% Duty Cycle","Current Mode","TSOT23-8","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP2122","http://www.monolithicpower.com/Products/Product-Detail?ProductID=206","http://new.zlgmcu.com/mps_datasheet/MP2122.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=500","MP2122","New","","2.0","6V, 2A Dual Channel, 1MHz, Low Iq, PWM Sync Buck with High Efficiency and TSOT23-8 package","2.7","6.0","0.608","5.5","3.5","1.0","2.0","0.045","0.608","1000.0","Light Load Efficiency,Sync Rectification","100% Duty Cycle","Current Mode","TSOT23-8","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP2228","http://www.monolithicpower.com/Products/Product-Detail?ProductID=228","http://new.zlgmcu.com/mps_datasheet/MP2228.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=560","MP2228","Active","","1.0","High-Efficiency, 2A, 16V, 800kHz, Synchronous, Step-Down Converter with External Soft Start and Light Load Mode","6.0","16.0","0.8","14.0","4.5","0.95","2.0","0.55","0.807","800.0","External Soft Start,Light Load Efficiency,Sync Rectification","","Current Mode","TSOT23-8","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP2235","http://www.monolithicpower.com/Products/Product-Detail?ProductID=231","http://new.zlgmcu.com/mps_datasheet/MP2235.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=567","MP2235","Active","","1.0","High-Efficiency, 3A, 16V, 800kHz, with SS, Synchronous Step-Down Converter with Internal Light Load","4.5","16.0","0.8","14.0","5.0","0.95","3.0","0.6","0.807","800.0","External Soft Start,Light Load Efficiency,Sync Rectification","External Frequency Sync","Current Mode","TSOT23-8","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP2234","http://www.monolithicpower.com/Products/Product-Detail?ProductID=230","http://new.zlgmcu.com/mps_datasheet/MP2234.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=564","MP2234","Active","","1.0","High-Efficiency, 2A, 16V, 800kHz, with SS, Synchronous Step-Down Converter with Internal Light Load","4.5","16.0","0.8","14.0","4.0","0.95","2.0","0.6","0.807","800.0","External Soft Start,Light Load Efficiency,Sync Rectification","External Frequency Sync","Current Mode","TSOT23-8","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP2315","http://www.monolithicpower.com/Products/Product-Detail?ProductID=242","http://new.zlgmcu.com/mps_datasheet/MP2315.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=595","MP2315","Active","","1.0","High Efficiency 3A, 24V, 500kHz,with AAM (light load mode),Synchronous Step Down Converter in TSOT23-8","4.5","24.0","0.8","22.8","5.5","0.95","3.0","0.18","0.791","500.0","Light Load Efficiency,Sync Rectification","External Frequency Sync","Current Mode","TSOT23-8","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MPQ4420-AEC1","http://www.monolithicpower.com/Products/Product-Detail?ProductID=775","http://new.zlgmcu.com/mps_datasheet/MPQ4420-AEC1.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=3293","MPQ4420-AEC1","New","","1.0","Automotive Grade, High Efficiency 2A, 36V max,Synchronous Step Down Converter with PG and Ext. Sync","4.0","30.0","0.8","32.4","4.2","0.95","2.0","0.5","0.792","410.0","Power Good, Light Load Efficiency, Sync Rectification","External Frequency Sync","Current Mode","TSOT23-8","Automotive"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MPQ4423-AEC1","http://www.monolithicpower.com/Products/Product-Detail?ProductID=774","http://new.zlgmcu.com/mps_datasheet/MPQ4423-AEC1.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=3291","MPQ4423-AEC1","New","","1.0","Automotive Grade,High Efficiency 3A, 36V max,Synchronous Step Down Converter with PG and Ext. Sync","4.0","30.0","0.8","32.4","4.4","0.95","3.0","0.5","0.792","410.0","Power Good, Light Load Efficiency, Sync Rectification","External Frequency Sync","Current Mode","QFN3x3-8","Automotive"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MPQ4423H","http://www.monolithicpower.com/Products/Product-Detail?ProductID=773","http://new.zlgmcu.com/mps_datasheet/MPQ4423H.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=3289","MPQ4423H","New","","1.0","Industrial Grade,High Efficiency 3A, 36V,Synchronous Step Down Converter with PG and Ext. Sync","4.0","36.0","0.8","32.4","4.4","0.95","3.0","0.5","0.792","410.0","Power Good, Light Load Efficiency, Sync Rectification"," External Frequency Sync","Current Mode","QFN3x3-8","Industrial"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP4423H","http://www.monolithicpower.com/Products/Product-Detail?ProductID=772","http://new.zlgmcu.com/mps_datasheet/MP4423H.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=3286","MP4423H","New","","1.0","High Efficiency 3A, 36V,Synchronous Step Down Converter with PG and Ext. Sync","4.0","36.0","0.8","32.4","4.4","0.95","3.0","0.5","0.792","410.0","Power Good, Light Load Efficiency, Sync Rectification","External Frequency Sync","Current Mode","QFN3x3-8","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MPQ4423","http://www.monolithicpower.com/Products/Product-Detail?ProductID=771","http://new.zlgmcu.com/mps_datasheet/MPQ4423.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=3284","MPQ4423","New","","1.0","Industrial Grade,High Efficiency 3A, 36V max,Synchronous Step Down Converter with PG and Ext. Sync","4.0","30.0","0.8","32.4","4.4","0.95","3.0","0.5","0.792","410.0","Power Good, Light Load Efficiency, Sync Rectification","External Frequency Sync","Current Mode","QFN3x3-8","Industrial"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP4423","http://www.monolithicpower.com/Products/Product-Detail?ProductID=770","http://new.zlgmcu.com/mps_datasheet/MP4423.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=3282","MP4423","New","","1.0","High Efficiency 3A, 36V max,Synchronous Step Down Converter with PG and Ext. Sync","4.0","30.0","0.8","32.4","4.4","0.95","3.0","0.5","0.792","410.0","Power Good, Light Load Efficiency, Sync Rectification","External Frequency Sync","Current Mode","QFN3x3-8","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MPQ4420H","http://www.monolithicpower.com/Products/Product-Detail?ProductID=769","http://new.zlgmcu.com/mps_datasheet/MPQ4420H.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=3280","MPQ4420H","New","","1.0","Industrial grade,High Efficiency 2A, 36V,Synchronous Step Down Converter with PG and Ext.Sync","4.0","36.0","0.8","32.4","4.2","0.95","2.0","0.5","0.792","410.0","Power Good, Light Load Efficiency, Sync Rectification","External Frequency Sync","Current Mode","TSOT23-8","Industrial"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MPQ4420","http://www.monolithicpower.com/Products/Product-Detail?ProductID=768","http://new.zlgmcu.com/mps_datasheet/MPQ4420.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=3278","MPQ4420","New","","1.0","Industrial grade,High Efficiency 2A, 36V max,Synchronous Step Down Converter with PG and Ext. Sync","4.0","30.0","0.8","32.4","4.2","0.95","2.0","0.5","0.792","410.0","Power Good, Light Load Efficiency, Sync Rectification","External Frequency Sync","Current Mode","TSOT23-8","Industrial"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP4420H","http://www.monolithicpower.com/Products/Product-Detail?ProductID=767","http://new.zlgmcu.com/mps_datasheet/MP4420H.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=3276","MP4420H","New","","1.0","High Efficiency 2A, 36V,Synchronous Step Down Converter with PG and Ext.Sync","4.0","36.0","0.8","32.4","4.2","0.95","2.0","0.5","0.792","410.0","Power Good,Light Load Efficiency,Sync Rectification","External Frequency Sync","Current Mode","TSOT23-8","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP4420","http://www.monolithicpower.com/Products/Product-Detail?ProductID=766","http://new.zlgmcu.com/mps_datasheet/MP4420.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=3274","MP4420","New","","1.0","High Efficiency 2A, 36V Max, Synchronous Step-Down Converter with PG and Ext. Sync","4.0","30.0","0.8","32.4","4.2","0.95","2.0","0.5","0.792","410.0","Power Good ,Light Load Efficiency, Sync Rectification","External Frequency Sync","Current Mode","TSOT23-8","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MPQ8636-20","http://www.monolithicpower.com/Products/Product-Detail?ProductID=332","http://new.zlgmcu.com/mps_datasheet/MPQ8636-20.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=804","MPQ8636-20","Active","","1.0","20A, 4.5-18V,CCM, Non-latch OVP, COT Synchronous Step-down Converter","4.5","18.0","0.611","13.0","25.0","","20.0","0.86","0.611","1000.0","Power Good,External Soft Start,Sync Rectification","Programmable Frequency","COT with fixed CCM","QFN5x4-25,QFN5x4-29","Industrial"
